manufacturer,power(kW),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,trip_distance(km),month,weekday,day
Volkswagen,85,8.97,3,0,1,0,3,13.1,0,0,76.0,-3.7,99.0,9,3,20
Volkswagen,85,3.94,2,1,1,1,2,19.7,0,0,45.0,2.9,20.0,3,1,22
Volkswagen,85,11.1,3,0,1,0,2,12.4,0,0,81.0,-4.4,90.0,9,1,12
Volkswagen,85,0.86,3,1,0,0,3,14.4,0,0,24.0,-2.4,6.0,11,1,1
Volkswagen,85,1.82,3,1,1,1,2,9.1,1,0,38.0,-7.7,20.0,9,3,3
Volkswagen,85,0.17,3,1,0,0,3,16.9,0,0,13.0,0.1,1.0,7,2,8
Volkswagen,85,13.36,2,0,1,0,3,17.7,0,1,70.0,0.9,87.0,2,2,28
Volkswagen,85,3.4,2,1,1,1,2,17.1,0,0,46.0,0.3,20.0,10,1,9
Volkswagen,85,1.92,2,1,1,1,3,9.6,0,0,41.0,-7.2,20.0,11,4,27
Volkswagen,85,5.25,3,0,1,0,2,12.5,0,0,60.0,-4.3,42.0,10,5,29
Volkswagen,85,3.4,3,1,1,1,2,17.0,0,0,50.0,0.2,20.0,8,4,18
Volkswagen,85,1.64,3,1,1,1,1,8.2,0,0,49.0,-8.6,20.0,8,0,22
Volkswagen,85,2.2,2,1,1,1,2,11.0,0,0,47.0,-5.8,20.0,2,0,16
Volkswagen,85,3.94,2,1,1,1,2,19.7,0,0,39.0,2.9,20.0,3,3,2
Volkswagen,85,1.9,3,1,0,1,2,7.6,0,0,38.0,-9.2,25.0,7,0,16
Volkswagen,85,7.42,3,1,1,0,3,11.6,0,0,63.0,-5.2,64.0,5,5,21
Volkswagen,85,2.55,3,1,1,1,3,11.6,0,0,40.0,-5.2,22.0,4,1,26
Volkswagen,85,3.4,3,1,1,1,2,18.1,0,0,52.0,1.3,19.0,6,1,6
Volkswagen,85,1.79,3,1,1,1,2,7.8,0,0,40.0,-9.0,23.0,7,2,6
Volkswagen,85,2.9,3,1,1,1,2,15.0,0,0,47.0,-1.8,19.0,8,6,19
Volkswagen,85,15.33,2,0,1,0,3,18.7,0,1,72.0,1.9,82.0,12,1,12
Volkswagen,85,0.3,2,1,0,0,2,16.6,0,0,19.0,-0.2,2.0,4,1,25
Volkswagen,85,4.64,3,1,1,0,3,11.6,0,0,45.0,-5.2,40.0,9,6,27
Volkswagen,85,4.04,2,1,1,1,2,20.2,0,1,53.0,3.4,20.0,2,4,20
Volkswagen,85,2.2,3,1,0,1,2,7.7,0,0,31.0,-9.1,29.0,7,2,25
Volkswagen,85,30.11,3,0,1,1,2,12.6,1,0,51.0,-4.2,239.0,6,6,28
Volkswagen,85,1.5,3,1,0,1,2,7.3,0,0,46.0,-9.5,21.0,5,1,30
Volkswagen,85,3.3,3,1,1,1,2,16.5,0,0,52.0,-0.3,20.0,7,1,18
Volkswagen,85,0.9,2,1,0,0,2,12.5,0,0,30.0,-4.3,7.0,4,5,22
Volkswagen,85,3.2,3,1,1,1,2,15.9,0,0,48.0,-0.9,20.0,7,3,19
Volkswagen,85,8.91,2,0,0,1,3,16.0,0,0,51.0,-0.8,78.0,12,2,12
Volkswagen,85,3.4,3,1,1,1,2,16.9,0,0,56.0,0.1,20.0,8,3,24
Volkswagen,85,13.7,2,1,0,1,2,17.2,0,1,42.0,0.4,7.0,11,5,25
Volkswagen,85,4.3,2,1,1,1,3,21.5,0,0,44.0,4.7,20.0,2,1,2
Volkswagen,85,5.85,2,1,0,1,2,13.3,0,0,28.0,-3.5,44.0,12,5,12
Volkswagen,85,5.5,3,0,1,1,3,10.8,0,0,30.0,-6.0,51.0,8,6,14
Volkswagen,85,3.64,3,1,1,1,2,18.2,0,0,47.0,1.4,20.0,5,4,29
Volkswagen,85,4.93,3,0,1,0,2,11.5,0,0,69.0,-5.3,74.0,7,0,23
Volkswagen,85,1.6,3,1,1,1,2,8.1,0,0,31.0,-8.7,20.0,9,1,4
Volkswagen,85,2.14,3,1,1,1,3,10.7,0,0,56.0,-6.1,20.0,6,0,22
Volkswagen,85,3.58,3,1,1,1,3,17.9,0,0,52.0,1.1,20.0,6,1,14
Volkswagen,85,6.14,3,0,1,0,2,11.8,0,0,72.0,-5.0,88.0,5,1,29
Volkswagen,85,3.38,3,1,1,1,3,16.9,0,0,50.0,0.1,20.0,6,4,3
Volkswagen,85,2.99,3,1,0,1,2,8.8,0,0,33.0,-8.0,34.0,8,1,23
Volkswagen,85,23.9,2,0,1,0,2,13.9,0,0,72.0,-2.9,172.0,4,6,16
Volkswagen,85,0.28,3,1,0,0,2,9.3,0,0,29.0,-7.5,3.0,5,6,29
Volkswagen,85,3.54,3,1,1,1,3,17.7,0,0,53.0,0.9,20.0,8,3,18
Volkswagen,85,0.5,3,1,0,0,2,12.4,0,0,23.0,-4.4,4.0,5,1,19
Volkswagen,85,8.8,2,0,1,0,2,14.3,0,1,46.8038038038038,-2.5,80.0,11,2,29
Volkswagen,85,9.8,2,0,0,1,2,14.5,0,1,53.0,-2.3,33.0,11,0,13
Volkswagen,85,72.7,3,0,1,0,2,13.2,0,0,73.0,-3.6,551.0,6,6,25
Volkswagen,85,17.23,2,0,1,0,2,15.5,0,1,73.0,-1.3,86.0,3,3,15
Volkswagen,85,0.8,3,1,0,0,2,11.4,1,0,24.0,-5.4,7.0,5,3,14
Volkswagen,85,11.8,3,0,1,0,2,13.6,0,1,69.0,-3.2,81.0,10,3,5
Volkswagen,85,1.4,2,1,0,0,2,10.7,0,0,29.0,-6.1,13.0,11,2,8
Volkswagen,85,3.4,3,1,1,1,3,17.0,0,0,51.0,0.2,20.0,8,0,8
Volkswagen,85,1.28,3,1,0,0,2,11.6,0,0,18.0,-5.2,11.0,5,5,23
Volkswagen,85,3.4,3,1,1,1,2,17.8,0,0,51.0,1.0,19.0,9,4,21
Volkswagen,85,3.54,3,1,1,1,2,17.7,0,0,43.0,0.9,20.0,6,2,29
Volkswagen,85,10.07,2,1,0,1,2,13.8,0,0,43.0,-3.0,73.0,2,5,11
Volkswagen,85,7.0,2,0,1,0,2,16.5,0,1,84.0,-0.3,46.0,12,2,20
Volkswagen,85,19.98,3,0,1,0,2,11.2,0,0,70.0,-5.6,34.0,9,4,29
Volkswagen,85,3.0,3,1,1,1,2,15.9,0,0,53.0,-0.9,19.0,8,3,2
Volkswagen,85,3.6,3,1,1,1,3,18.0,0,0,56.0,1.2,20.0,8,2,5
Volkswagen,85,5.2,2,1,0,1,2,12.2,0,0,57.0,-4.6,43.0,3,5,25
Volkswagen,85,1.5,3,1,0,1,2,7.3,0,0,52.0,-9.5,21.0,8,1,15
Volkswagen,85,1.7,2,1,1,1,2,8.5,0,0,48.0,-8.3,20.0,3,0,13
Volkswagen,85,3.96,2,1,0,1,1,11.0,0,1,33.0,-5.8,36.0,12,4,11
Volkswagen,85,25.2,3,0,1,0,2,11.6,0,0,51.0,-5.2,217.0,6,4,1
Volkswagen,85,1.9,2,1,1,1,2,9.3,0,0,49.0,-7.5,20.0,11,4,10
Volkswagen,85,0.4,3,1,0,0,2,10.8,0,0,25.0,-6.0,4.0,5,6,21
Volkswagen,85,1.76,2,1,1,1,2,8.8,0,0,46.0,-8.0,20.0,11,4,4
Volkswagen,85,3.6,2,1,1,1,2,18.0,0,0,48.0,1.2,20.0,11,3,3
Volkswagen,85,1.3,3,1,1,1,2,6.9,0,0,49.0,-9.9,19.0,9,2,20
Volkswagen,85,16.0,2,0,1,0,2,14.3,0,1,62.0,-2.5,87.0,12,3,21
Volkswagen,85,1.92,2,1,0,0,2,12.8,0,0,39.0,-4.0,15.0,2,4,17
Volkswagen,85,0.73,2,1,0,0,3,18.2,1,0,20.0,1.4,4.0,2,2,11
Volkswagen,85,9.09,2,0,1,1,2,16.8,0,1,67.0,0.0,78.0,3,3,8
Volkswagen,85,1.62,2,1,1,1,2,8.1,0,0,39.0,-8.7,20.0,12,3,17
Volkswagen,85,1.28,3,1,1,1,2,6.4,0,0,46.0,-10.4,20.0,6,4,12
Volkswagen,85,13.21,2,0,0,1,2,17.3,0,1,64.0,0.5,75.0,1,1,23
Volkswagen,85,3.5,2,1,1,1,2,17.6,0,0,52.0,0.8,20.0,11,0,6
Volkswagen,85,4.1,3,1,0,1,2,10.9,0,0,30.0,-5.9,38.0,6,1,20
Volkswagen,85,0.2,3,1,0,0,2,10.2,0,0,19.0,-6.6,2.0,6,1,16
Volkswagen,85,3.44,2,0,0,1,2,14.7,0,1,58.0,-2.1,37.0,1,1,2
Volkswagen,85,3.3,3,1,1,1,2,17.3,0,0,48.0,0.5,19.0,6,3,14
Volkswagen,85,1.4,3,1,1,1,2,7.2,0,0,49.0,-9.6,19.0,10,0,16
Volkswagen,85,5.7,3,1,0,0,2,15.4,0,0,21.0,-1.4,2.0,9,5,30
Volkswagen,85,1.96,2,1,1,1,2,9.8,0,0,48.0,-7.0,20.0,2,4,10
Volkswagen,85,14.19,3,0,1,0,3,13.3,0,0,76.0,-3.5,72.0,10,2,17
Volkswagen,85,10.79,3,0,1,0,3,12.4,0,0,51.0,-4.4,68.0,8,3,23
Volkswagen,85,0.4,3,1,0,0,2,10.1,0,0,21.0,-6.7,4.0,5,3,7
Volkswagen,85,2.9,3,1,1,1,2,14.4,0,0,47.0,-2.4,20.0,7,3,5
Volkswagen,85,0.8,3,1,0,0,2,11.8,0,0,21.0,-5.0,7.0,5,6,21
Volkswagen,85,1.64,2,1,1,1,2,8.2,0,0,41.0,-8.6,20.0,12,2,16
Volkswagen,85,2.5,2,1,0,1,2,10.5,0,0,42.0,-6.3,24.0,11,1,20
Volkswagen,85,15.3,2,0,1,1,1,18.0,0,1,47.0,1.2,85.0,1,3,31
Volkswagen,85,13.76,2,0,0,1,2,14.8,0,1,32.0,-2.0,24.0,3,4,23
Volkswagen,85,26.4,3,0,1,0,2,12.5,0,0,77.0,-4.3,211.0,10,1,31
Volkswagen,85,1.3,3,1,1,1,2,6.8,0,0,54.0,-10.0,19.0,9,1,11
Volkswagen,85,6.05,2,1,1,0,1,17.8,0,0,47.0,1.0,34.0,12,2,30
Volkswagen,85,7.44,3,0,1,0,2,11.1,0,0,68.0,-5.7,86.0,6,4,15
Volkswagen,85,10.33,3,0,1,0,3,13.5,0,1,56.0,-3.3,72.0,10,0,15
Volkswagen,85,3.66,2,1,1,1,2,19.3,0,0,45.0,2.5,19.0,1,2,20
Volkswagen,85,1.16,3,1,1,0,2,10.6,1,0,41.0,-6.2,11.0,8,4,14
Volkswagen,85,13.21,2,0,1,0,2,14.6,0,1,63.0,-2.2,113.0,1,5,27
Volkswagen,85,9.3,3,1,0,1,2,11.3,0,0,73.0,-5.5,82.0,9,6,9
Volkswagen,85,0.5,2,1,0,0,2,15.0,0,0,25.0,-1.8,3.0,10,6,28
Volkswagen,85,11.68,3,1,0,1,2,11.4,0,0,44.0,-5.4,12.0,9,5,2
Volkswagen,85,2.4,3,1,1,1,2,12.0,0,0,30.0,-4.8,20.0,8,0,17
Volkswagen,85,3.82,2,1,1,1,2,19.1,0,0,47.0,2.3,20.0,1,3,21
Volkswagen,85,3.7,2,1,1,1,2,18.6,0,0,41.0,1.8,20.0,4,2,25
Volkswagen,85,7.2,2,0,1,0,2,15.0,0,1,67.0,-1.8,83.0,11,0,27
Volkswagen,85,1.1,2,1,0,0,2,12.3,0,0,23.0,-4.5,9.0,10,6,21
Volkswagen,85,9.49,3,0,1,0,2,15.7,0,1,64.0,-1.1,34.0,10,2,24
Volkswagen,85,11.03,3,0,1,0,3,12.4,0,0,46.0,-4.4,89.0,6,5,27
Volkswagen,85,14.81,3,1,1,0,2,11.8,0,0,53.0,-5.0,54.0,8,2,23
Volkswagen,85,5.6,2,0,1,0,2,16.3,0,1,66.0,-0.5,89.0,12,5,9
Volkswagen,85,3.3,3,1,1,1,2,16.4,0,0,54.0,-0.4,20.0,7,2,18
Volkswagen,85,1.7,3,1,0,1,2,8.3,0,0,33.0,-8.5,21.0,10,1,17
Volkswagen,85,6.46,2,1,1,0,2,13.2,0,0,50.0,-3.6,49.0,11,5,19
Volkswagen,85,13.5,3,1,0,1,2,12.5,0,0,55.0,-4.3,108.0,7,5,29
Volkswagen,85,3.6,3,1,1,1,2,17.9,0,0,41.0,1.1,20.0,9,0,25
Volkswagen,85,3.78,3,0,1,1,2,9.0,0,0,49.0,-7.8,42.0,4,5,30
Volkswagen,85,0.75,3,0,1,0,2,15.0,0,0,46.8038038038038,-1.8,5.0,9,5,9
Volkswagen,85,13.92,3,0,1,0,2,13.3,0,0,69.0,-3.5,71.0,8,3,30
Volkswagen,85,3.4,3,0,1,1,2,14.0,0,1,52.0,-2.8,83.0,10,5,28
Volkswagen,85,1.07,2,1,0,0,1,13.4,0,0,28.0,-3.4,8.0,11,2,4
Volkswagen,85,0.1,2,1,0,0,3,10.9,0,0,16.0,-5.9,1.0,3,2,30
Volkswagen,85,3.72,3,1,0,0,2,12.7,0,0,17.0,-4.1,5.0,4,5,21
Volkswagen,85,5.5,3,1,0,1,2,13.3,0,0,56.0,-3.5,41.0,6,2,21
Volkswagen,85,3.5,2,1,1,1,2,17.6,0,0,50.0,0.8,20.0,11,4,17
Volkswagen,85,4.3,3,1,0,1,2,18.7,0,0,20.0,1.9,23.0,10,4,16
Volkswagen,85,2.94,2,1,0,1,2,8.9,0,0,45.0,-7.9,33.0,1,4,29
Volkswagen,85,6.6,3,1,0,1,2,12.9,0,0,14.0,-3.9,51.0,4,6,29
Volkswagen,85,3.9,2,0,1,0,2,14.4,0,1,60.0,-2.4,34.0,12,3,14
Volkswagen,85,22.2,3,0,1,0,2,12.4,0,0,78.0,-4.4,179.0,6,5,9
Volkswagen,85,17.6,3,0,1,0,2,11.1,0,0,75.0,-5.7,159.0,7,5,7
Volkswagen,85,1.17,3,1,0,0,3,13.1,0,0,33.0,-3.7,9.0,10,6,2
Volkswagen,85,0.2,3,1,0,0,2,10.1,0,0,20.0,-6.7,2.0,8,6,13
Volkswagen,85,1.9,2,1,0,0,2,12.8,0,0,24.0,-4.0,15.0,10,5,27
Volkswagen,85,4.0,2,1,1,1,3,20.0,0,0,47.0,3.2,20.0,3,4,4
Volkswagen,85,1.7,2,1,1,1,2,8.5,0,0,53.0,-8.3,20.0,4,2,19
Volkswagen,85,3.8,2,1,1,1,2,18.8,0,0,47.0,2.0,20.0,12,0,4
Volkswagen,85,3.86,3,1,1,1,1,19.3,0,0,56.0,2.5,20.0,8,0,22
Volkswagen,85,0.22,3,1,0,0,2,10.9,0,0,17.0,-5.9,2.0,8,5,15
Volkswagen,85,0.56,2,1,0,0,3,14.0,0,0,26.0,-2.8,4.0,12,6,18
Volkswagen,85,0.3,3,1,0,0,2,13.2,0,0,19.0,-3.6,2.0,11,4,3
Volkswagen,85,9.72,3,0,1,0,2,11.3,0,0,68.0,-5.5,86.0,5,0,28
Volkswagen,85,10.79,3,0,1,0,2,12.5,0,1,67.0,-4.3,100.0,9,1,11
Volkswagen,85,3.82,2,1,1,1,2,19.1,0,0,54.0,2.3,20.0,1,2,4
Volkswagen,85,3.96,2,1,1,1,3,19.8,0,1,38.0,3.0,20.0,11,1,17
Volkswagen,85,2.8,3,1,0,1,2,10.3,0,0,28.0,-6.5,27.0,5,0,21
Volkswagen,85,4.18,2,1,1,1,3,20.9,0,0,48.0,4.1,20.0,2,3,4
Volkswagen,85,3.33,3,1,1,0,2,12.8,0,0,37.0,-4.0,26.0,5,5,9
Volkswagen,85,16.18,2,0,0,1,3,16.8,0,1,55.0,0.0,40.0,2,5,24
Volkswagen,85,3.6,3,1,1,1,2,17.9,0,0,47.0,1.1,20.0,10,4,13
Volkswagen,85,1.69,3,1,1,1,2,8.9,0,0,19.0,-7.9,19.0,4,2,22
Volkswagen,85,11.7,2,1,1,1,2,12.6,0,0,52.0,-4.2,93.0,1,3,18
Volkswagen,85,3.58,3,1,1,1,3,17.9,0,0,51.0,1.1,20.0,9,3,22
Volkswagen,85,8.4,3,1,0,1,2,13.6,0,0,63.0,-3.2,62.0,7,2,12
Volkswagen,85,3.53,3,1,0,0,3,14.1,0,0,12.0,-2.7,25.0,5,4,22
Volkswagen,85,10.66,3,0,1,0,2,12.4,0,0,55.0,-4.4,86.0,6,2,6
Volkswagen,85,3.6,3,1,0,1,2,16.5,0,0,45.0,-0.3,22.0,5,2,24
Volkswagen,85,1.7,3,1,0,0,2,11.5,0,0,38.0,-5.3,15.0,5,1,22
Volkswagen,85,4.4,3,1,0,1,2,9.6,0,0,44.0,-7.2,46.0,5,2,31
Volkswagen,85,2.34,2,1,1,1,2,11.7,0,0,48.0,-5.1,20.0,2,1,17
Volkswagen,85,4.08,2,1,1,1,1,20.4,0,1,50.0,3.6,20.0,11,4,20
Volkswagen,85,3.48,3,1,1,1,2,17.4,0,0,49.0,0.6,20.0,6,4,26
Volkswagen,85,5.67,2,0,1,0,2,16.2,0,1,71.0,-0.6,41.0,3,4,16
Volkswagen,85,0.37,2,1,0,1,2,12.6,0,0,34.0,-4.2,3.0,3,2,16
Volkswagen,85,6.3,3,1,1,0,2,11.9,1,0,60.0,-4.9,53.0,8,6,9
Volkswagen,85,3.5,3,1,1,1,2,17.5,0,0,45.0,0.7,20.0,9,4,29
Volkswagen,85,0.14,2,1,0,0,3,14.3,0,0,14.0,-2.5,1.0,10,0,19
Volkswagen,85,1.16,3,1,0,0,2,9.7,0,0,17.0,-7.1,12.0,5,6,3
Volkswagen,85,14.9,3,0,1,0,2,12.8,0,1,69.0,-4.0,103.0,9,4,14
Volkswagen,85,9.55,3,0,1,0,2,11.1,0,0,72.0,-5.7,86.0,6,2,6
Volkswagen,85,1.48,3,1,0,0,3,9.9,0,0,23.0,-6.9,15.0,9,6,11
Volkswagen,85,10.97,3,0,1,0,2,11.8,0,0,58.0,-5.0,114.0,8,4,3
Volkswagen,85,5.88,2,1,0,1,2,14.7,0,0,49.0,-2.1,40.0,1,5,21
Volkswagen,85,11.35,3,0,1,0,2,13.3,0,0,70.0,-3.5,100.0,9,1,25
Volkswagen,85,3.4,3,1,1,1,2,17.0,0,0,48.0,0.2,20.0,7,4,13
Volkswagen,85,3.19,2,1,0,1,2,15.2,0,0,32.0,-1.6,21.0,2,6,7
Volkswagen,85,17.18,2,0,1,1,2,14.2,0,1,60.0,-2.6,106.0,3,2,28
Volkswagen,85,1.5,3,1,1,1,3,7.5,0,0,51.0,-9.3,20.0,9,0,12
Volkswagen,85,1.02,3,0,1,1,3,9.3,0,1,42.0,-7.5,11.0,10,4,9
Volkswagen,85,2.0,2,1,0,1,2,8.5,0,0,35.0,-8.3,24.0,10,2,24
Volkswagen,85,1.82,2,1,1,1,2,9.1,0,0,54.0,-7.7,20.0,1,4,22
Volkswagen,85,3.0,3,1,1,1,2,15.7,0,0,47.0,-1.1,19.0,6,4,15
Volkswagen,85,14.25,2,1,1,1,3,18.5,1,0,42.0,1.7,77.0,12,5,20
Volkswagen,85,2.5,2,1,1,0,2,14.6,0,1,58.0,-2.2,26.0,11,3,9
Volkswagen,85,4.06,2,1,1,1,1,20.6,0,1,57.0,3.8,20.0,11,5,21
Volkswagen,85,11.73,3,0,1,0,3,12.2,0,0,76.0,-4.6,78.0,8,2,29
Volkswagen,85,2.1,3,1,0,1,2,8.7,0,0,40.0,-8.1,24.0,5,1,29
Volkswagen,85,2.0,2,1,0,1,2,9.3,0,0,43.0,-7.5,22.0,11,1,7
Volkswagen,85,1.56,3,1,1,1,2,7.8,0,0,38.0,-9.0,20.0,7,2,22
Volkswagen,85,0.55,3,1,0,1,3,27.5,0,0,6.0,10.7,2.0,5,1,19
Volkswagen,85,0.33,2,1,0,0,3,16.8,0,0,26.0,0.0,2.0,3,1,1
Volkswagen,85,9.67,3,0,1,0,2,12.8,0,0,44.0,-4.0,24.0,8,0,27
Volkswagen,85,3.2,3,1,1,1,2,17.1,0,0,48.0,0.3,19.0,5,2,31
Volkswagen,85,1.8,2,1,1,1,2,8.8,0,0,44.0,-8.0,20.0,11,3,15
Volkswagen,85,4.88,2,1,1,0,3,14.8,0,0,52.0,-2.0,33.0,2,4,13
Volkswagen,85,17.21,2,0,1,0,2,13.7,0,1,66.0,-3.1,47.0,3,1,13
Volkswagen,85,8.06,2,0,0,1,3,15.9,0,0,48.0,-0.9,80.0,12,4,7
Volkswagen,85,0.69,3,1,0,0,2,19.4,0,0,12.0,2.6,1.0,9,5,30
Volkswagen,85,0.29,2,1,0,0,3,14.5,0,0,26.0,-2.3,2.0,1,6,4
Volkswagen,85,0.3,3,1,0,0,2,11.3,0,0,16.0,-5.5,3.0,5,5,26
Volkswagen,85,3.7,3,1,1,1,2,18.4,0,0,32.0,1.6,20.0,9,0,4
Volkswagen,85,11.88,2,0,1,0,2,13.7,0,1,76.0,-3.1,102.0,12,3,21
Volkswagen,85,3.9,2,1,1,1,2,19.5,0,0,52.0,2.7,20.0,3,4,6
Volkswagen,85,4.22,2,1,1,1,2,21.1,0,1,47.0,4.3,20.0,3,1,31
Volkswagen,85,1.01,3,1,0,1,3,9.2,0,0,35.0,-7.6,11.0,4,6,17
Volkswagen,85,3.41,2,0,0,1,3,15.3,0,0,58.0,-1.5,61.0,12,6,2
Volkswagen,85,3.23,2,1,0,1,3,9.5,0,1,29.0,-7.3,34.0,10,4,30
Volkswagen,85,11.35,3,0,1,0,2,13.1,0,0,67.0,-3.7,102.0,8,3,30
Volkswagen,85,3.46,3,1,1,1,3,17.3,0,0,50.0,0.5,20.0,6,3,2
Volkswagen,85,0.26,2,1,1,1,3,13.0,0,0,24.0,-3.8,2.0,3,6,29
Volkswagen,85,2.0,3,1,1,1,3,8.0,0,0,40.0,-8.8,25.0,8,4,19
Volkswagen,85,17.51,2,0,1,0,2,14.8,0,1,67.0,-2.0,86.0,4,2,4
Volkswagen,85,1.78,3,1,0,1,3,7.4,0,0,41.0,-9.4,24.0,9,4,11
Volkswagen,85,0.47,2,1,0,0,3,15.9,0,0,31.0,-0.9,3.0,12,0,26
Volkswagen,85,1.75,3,1,0,0,3,14.6,0,0,28.0,-2.2,12.0,8,6,16
Volkswagen,85,1.9,2,1,0,1,2,9.2,0,0,41.0,-7.6,21.0,5,1,2
Volkswagen,85,3.7,2,1,1,1,2,18.4,0,0,43.0,1.6,20.0,11,3,9
Volkswagen,85,3.3,3,1,1,1,2,16.5,0,0,43.0,-0.3,20.0,7,0,17
Volkswagen,85,1.9,3,1,0,0,2,13.3,0,0,51.0,-3.5,14.0,9,5,16
Volkswagen,85,11.55,3,0,1,0,3,13.4,1,0,90.0,-3.4,81.0,5,6,20
Volkswagen,85,0.2,3,1,0,0,3,20.3,0,0,15.0,3.5,1.0,9,4,4
Volkswagen,85,2.7,2,0,0,1,3,18.7,0,1,40.0,1.9,47.0,1,2,23
Volkswagen,85,0.53,2,1,0,0,3,13.4,0,0,25.0,-3.4,4.0,11,6,20
Volkswagen,85,2.92,2,1,1,0,3,14.1,0,1,52.0,-2.7,18.0,11,2,14
Volkswagen,85,3.88,2,0,1,1,2,10.8,0,0,37.0,-6.0,36.0,2,2,24
Volkswagen,85,17.33,2,0,1,0,2,15.9,0,1,66.0,-0.9,87.0,3,2,21
Volkswagen,85,0.6,3,1,0,0,2,12.3,0,0,20.0,-4.5,5.0,7,6,23
Volkswagen,85,7.44,2,0,1,1,2,16.9,0,1,69.0,0.1,92.0,12,6,24
Volkswagen,85,2.5,2,1,1,1,2,10.0,0,0,42.0,-6.8,25.0,4,2,8
Volkswagen,85,10.94,3,0,1,0,3,13.9,0,0,78.0,-2.9,71.0,8,5,19
Volkswagen,85,1.3,3,1,1,1,2,6.9,0,0,51.0,-9.9,19.0,6,0,26
Volkswagen,85,51.41,3,0,1,0,2,11.4,0,0,60.0,-5.4,451.0,5,3,21
Volkswagen,85,3.34,3,1,1,1,2,16.7,0,0,49.0,-0.1,20.0,7,4,24
Volkswagen,85,4.4,2,1,0,1,2,10.8,0,0,29.0,-6.0,41.0,1,1,23
Volkswagen,85,12.6,2,1,1,0,2,15.2,0,1,53.0,-1.6,78.0,11,1,14
Volkswagen,85,2.06,2,1,1,1,2,10.03,0,0,53.0,-6.77,20.0,2,3,19
Volkswagen,85,0.3,2,1,0,0,2,15.2,0,0,28.0,-1.6,2.0,5,1,9
Volkswagen,85,12.23,2,0,0,1,2,16.7,0,1,63.0,-0.1,35.0,1,0,1
Volkswagen,85,3.94,3,1,1,1,2,19.7,1,0,40.0,2.9,20.0,8,2,19
Volkswagen,85,19.5,3,0,1,0,2,11.1,0,0,64.0,-5.7,176.0,7,6,15
Volkswagen,85,0.27,3,1,0,0,3,6.8,0,0,23.0,-10.0,4.0,10,6,18
Volkswagen,85,8.0,2,0,1,0,2,14.1,0,1,65.0,-2.7,83.0,12,2,6
Volkswagen,85,3.71,3,1,0,1,2,13.0,0,0,51.0,-3.8,59.0,9,5,9
Volkswagen,85,9.88,2,0,1,0,2,13.9,0,1,56.0,-2.9,44.0,3,0,19
Volkswagen,85,0.3,2,1,0,0,2,14.7,0,0,25.0,-2.1,2.0,3,2,15
Volkswagen,85,3.91,3,0,1,0,2,11.6,0,0,74.0,-5.2,85.0,5,0,28
Volkswagen,85,13.78,3,1,1,0,2,12.6,0,0,80.0,-4.2,87.0,6,2,20
Volkswagen,85,3.6,3,1,1,1,2,17.8,0,0,36.0,1.0,20.0,8,3,31
Volkswagen,85,1.7,3,1,1,1,3,8.5,0,0,48.0,-8.3,20.0,7,2,13
Volkswagen,85,1.6,2,1,1,1,2,8.1,0,0,37.0,-8.7,20.0,10,1,9
Volkswagen,85,3.42,3,1,1,1,3,17.1,0,0,48.0,0.3,20.0,8,1,9
Volkswagen,85,3.5,3,1,1,1,2,17.6,0,0,42.0,0.8,20.0,9,4,22
Volkswagen,85,10.18,3,0,1,0,2,11.3,0,0,66.0,-5.5,87.0,5,1,8
Volkswagen,85,1.2,3,1,1,1,2,6.2,0,0,48.0,-10.6,19.0,7,2,4
Volkswagen,85,0.43,2,1,0,0,3,21.6,1,0,17.0,4.8,2.0,1,5,3
Volkswagen,85,1.5,3,1,1,1,2,7.7,0,0,48.0,-9.1,19.0,6,2,13
Volkswagen,85,3.7,2,1,1,1,2,18.7,0,0,51.0,1.9,20.0,11,3,23
Volkswagen,85,11.9,3,0,1,0,2,11.8,0,0,78.0,-5.0,85.0,7,4,13
Volkswagen,85,1.6,3,1,1,1,2,8.0,0,0,47.0,-8.8,20.0,5,2,27
Volkswagen,85,7.68,2,0,1,0,2,15.3,0,1,31.0,-1.5,39.0,11,0,20
Volkswagen,85,0.14,3,1,0,0,3,14.3,0,0,13.0,-2.5,1.0,6,5,4
Volkswagen,85,15.6,2,0,1,0,2,15.1,0,1,63.0,-1.7,86.0,12,1,19
Volkswagen,85,23.1,3,0,1,0,2,11.9,0,0,69.0,-4.9,194.0,8,6,27
Volkswagen,85,0.72,3,1,0,0,3,18.1,0,0,26.0,1.3,4.0,10,2,7
Volkswagen,85,7.97,3,1,1,0,2,11.9,0,0,65.0,-4.9,67.0,7,5,9
Volkswagen,85,4.2,2,0,1,0,2,14.3,0,1,72.0,-2.5,80.0,12,1,5
Volkswagen,85,30.12,3,1,1,0,2,12.5,1,0,63.0,-4.3,241.0,6,5,27
Volkswagen,85,0.29,3,1,0,0,3,14.5,0,0,24.0,-2.3,2.0,5,2,18
Volkswagen,85,1.2,2,1,1,0,2,18.5,0,1,19.0,1.7,1.0,11,2,15
Volkswagen,85,3.46,3,1,1,1,3,17.3,0,0,51.0,0.5,20.0,9,2,28
Volkswagen,85,1.68,2,1,1,1,2,8.4,0,1,48.0,-8.4,20.0,10,3,29
Volkswagen,85,2.7,2,1,0,1,2,13.0,0,0,25.0,-3.8,21.0,1,4,12
