,power(kW),quantity(kWh),odometer,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,ecr_deviation,trip_distance(km),user_id,month,weekday,day
22895,278.0,57.0,81755.0,2.0,1,1,1,3.0,25.41,0,0,9.31,235.0,Tesla_Model_S_2015,2,5,23
8260,49.0,8.36,111536.0,3.0,1,1,1,1.0,12.1,0,0,-1.4000000000000004,69.1,Tesla_Model_S_2015,6,6,26
1695,278.0,55.0,52299.0,2.0,1,1,1,1.0,28.44,0,0,12.34,117.0,Tesla_Model_S_2015,2,0,26
16468,88.0,11.9,9972.0,3.0,0,0,0,2.0,12.97,0,0,2.305746737554374,91.7,Tesla_Model_S_2015,4,2,25
8914,49.0,6.75,98160.0,3.0,1,0,1,1.0,12.06,0,0,-1.4399999999999995,48.5,Tesla_Model_S_2015,11,2,11
22280,278.0,67.0,84687.0,2.0,0,1,0,1.0,26.4,0,0,10.299999999999995,222.0,Tesla_Model_S_2015,3,1,26
15009,49.0,5.93,19341.0,3.0,1,0,1,1.0,12.54,0,0,0.0399999999999991,47.3,Tesla_Model_S_2015,5,4,15
14131,49.0,5.89,20803.0,3.0,1,0,1,1.0,11.69,0,0,-0.8100000000000005,50.4,Tesla_Model_S_2015,6,3,4
7071,85.0,13.85,116273.0,3.0,0,1,1,2.0,13.6,0,0,0.9000000000000004,65.0,Tesla_Model_S_2015,10,4,11
21225,132.0,28.0,75656.0,1.0,1,1,1,1.0,20.9,0,1,4.299999999999997,153.0,Tesla_Model_S_2015,1,3,2
7816,80.0,5.78,79592.0,3.0,1,0,1,2.0,13.37,0,0,-1.6300000000000008,70.0,Tesla_Model_S_2015,8,1,9
7559,80.0,18.2,46534.0,3.0,0,1,0,1.0,18.76,1,0,3.7600000000000016,133.0,Tesla_Model_S_2015,7,2,15
20826,132.0,3.0,103327.0,1.0,1,0,0,1.0,33.33,0,0,16.729999999999997,9.0,Tesla_Model_S_2015,2,5,5
17237,88.0,5.62,52974.0,3.0,1,0,0,2.0,13.97,0,0,2.305746737554374,40.2,Tesla_Model_S_2015,12,3,17
7623,80.0,5.67,58269.0,2.0,1,0,1,2.0,18.63,0,1,3.629999999999999,243.0,Tesla_Model_S_2015,3,1,9
22152,278.0,35.0,151216.0,3.0,1,1,1,1.0,21.56,0,0,5.459999999999997,75.0,Tesla_Model_S_2015,9,6,11
10514,49.0,5.8,163425.0,3.0,1,0,1,1.0,11.69,0,0,-1.8100000000000005,49.6,Tesla_Model_S_2015,7,1,31
7647,80.0,16.74,53598.0,3.0,0,0,1,2.0,14.4,0,0,-0.5999999999999996,121.0,Tesla_Model_S_2015,10,3,29
14396,49.0,10.15,21216.0,3.0,1,1,1,3.0,12.29,0,0,-0.2100000000000008,51.1,Tesla_Model_S_2015,6,5,13
14295,49.0,5.8,5119.0,3.0,1,0,1,1.0,11.49,0,0,-1.0099999999999998,52.8,Tesla_Model_S_2015,10,3,17
2627,278.0,52.0,77166.0,2.0,1,1,0,1.0,29.16,0,0,13.06,176.0,Tesla_Model_S_2015,12,4,21
6653,85.0,10.23,102050.0,3.0,0,1,1,1.0,13.3,0,0,0.6000000000000014,84.0,Tesla_Model_S_2015,7,3,11
18966,35.0,7.9,107413.0,2.0,1,1,1,1.0,17.56,0,1,5.059999999999999,45.0,Tesla_Model_S_2015,1,4,26
14432,49.0,8.21,2077.0,3.0,1,0,1,1.0,11.93,0,0,-0.5700000000000003,39.2,Tesla_Model_S_2015,9,4,6
20248,35.0,5.4,91727.0,3.0,1,1,1,1.0,12.86,0,0,0.3599999999999994,42.0,Tesla_Model_S_2015,4,2,5
22654,278.0,43.0,116697.0,3.0,0,1,0,1.0,20.53,0,0,4.43,139.0,Tesla_Model_S_2015,6,1,2
9545,49.0,9.45,87986.0,3.0,1,1,1,1.0,11.0,0,0,-2.5,121.3,Tesla_Model_S_2015,6,3,18
22745,278.0,19.0,85491.0,2.0,1,0,1,1.0,22.98,0,0,6.879999999999999,72.0,Tesla_Model_S_2015,4,6,7
8675,49.0,5.12,159152.0,3.0,0,1,0,1.0,10.54,1,0,-2.960000000000001,63.7,Tesla_Model_S_2015,6,1,5
23161,278.0,40.0,72854.0,3.0,0,1,1,1.0,21.65,0,0,5.549999999999997,275.0,Tesla_Model_S_2015,10,6,7
6499,85.0,15.83,32441.0,2.0,0,1,0,2.0,15.7,0,1,3.0,55.0,Tesla_Model_S_2015,12,2,6
22635,278.0,30.0,14355.0,3.0,1,0,1,1.0,21.02,0,0,4.919999999999998,104.0,Tesla_Model_S_2015,9,6,4
9955,49.0,3.9,160454.0,3.0,1,1,0,3.0,12.53,0,0,-0.9700000000000006,56.8,Tesla_Model_S_2015,6,0,25
2224,278.0,48.0,5508.0,3.0,1,1,1,1.0,19.73,0,0,3.629999999999999,22.0,Tesla_Model_S_2015,5,1,10
9767,49.0,6.2,187805.0,3.0,1,1,1,1.0,12.15,0,0,-1.3499999999999996,21.9,Tesla_Model_S_2015,7,5,20
23241,278.0,36.0,79678.0,2.0,0,1,1,1.0,25.38,0,0,9.279999999999998,63.0,Tesla_Model_S_2015,1,0,28
20838,132.0,28.28,103318.0,1.0,1,0,0,1.0,25.8,0,1,9.2,49.0,Tesla_Model_S_2015,2,4,4
16476,88.0,8.89,16711.0,3.0,0,0,0,2.0,11.51,0,0,2.305746737554374,77.3,Tesla_Model_S_2015,9,6,23
18317,35.0,6.1,168537.0,2.0,1,0,0,1.0,21.79,0,1,9.29,28.0,Tesla_Model_S_2015,10,4,30
19072,35.0,18.9,151885.0,2.0,1,1,1,3.0,21.98,0,1,9.48,86.0,Tesla_Model_S_2015,12,6,15
10157,49.0,10.6,110132.0,3.0,0,1,1,3.0,12.03,0,0,-1.4700000000000006,74.4,Tesla_Model_S_2015,5,0,30
16680,88.0,14.47,35204.0,3.0,1,1,1,2.0,11.83,0,0,2.305746737554374,122.3,Tesla_Model_S_2015,8,1,20
14807,49.0,6.13,49668.0,3.0,1,0,1,1.0,12.74,0,0,0.2400000000000002,48.1,Tesla_Model_S_2015,10,4,1
2435,278.0,13.0,23657.0,2.0,1,0,1,1.0,28.82,0,0,12.72,46.0,Tesla_Model_S_2015,1,1,31
20940,132.0,12.9,89843.0,3.0,1,1,1,2.0,13.2,0,0,-3.400000000000002,173.0,Tesla_Model_S_2015,4,1,27
2343,278.0,15.0,87284.0,3.0,1,1,1,1.0,20.4,0,0,4.299999999999997,127.0,Tesla_Model_S_2015,4,5,20
1856,278.0,18.0,87518.0,3.0,1,0,1,1.0,20.4,0,0,4.299999999999997,64.0,Tesla_Model_S_2015,4,0,22
12344,85.0,3.4,56955.0,3.0,1,1,1,2.0,17.1,0,0,4.400000000000002,20.0,Tesla_Model_S_2015,10,0,23
11862,85.0,7.1,49795.0,3.0,1,0,1,2.0,11.1,0,0,-1.5999999999999996,64.0,Tesla_Model_S_2015,6,3,22
10883,49.0,12.12,30658.0,3.0,1,0,1,1.0,11.07,0,0,-2.43,109.5,Tesla_Model_S_2015,9,2,26
18714,35.0,6.9,111837.0,2.0,1,1,1,1.0,16.43,0,1,3.93,42.0,Tesla_Model_S_2015,3,1,27
2461,278.0,16.0,64742.0,3.0,1,0,0,1.0,20.34,0,0,4.239999999999998,7.0,Tesla_Model_S_2015,7,3,19
14647,49.0,13.91,55844.0,2.0,0,1,1,1.0,15.99,0,0,3.49,66.0,Tesla_Model_S_2015,12,4,24
6909,85.0,15.2,27910.0,3.0,0,1,0,2.0,12.9,0,0,0.200000000000001,81.0,Tesla_Model_S_2015,10,3,26
10038,49.0,8.4,153331.0,2.0,0,0,1,1.0,14.5,0,0,1.0,40.7,Tesla_Model_S_2015,3,4,30
22716,278.0,43.0,130517.0,3.0,0,1,1,1.0,21.27,0,0,5.169999999999998,248.0,Tesla_Model_S_2015,5,6,30
22211,278.0,53.0,33709.0,3.0,0,1,0,1.0,20.58,0,0,4.479999999999997,225.0,Tesla_Model_S_2015,5,5,27
16528,88.0,14.35,7913.0,3.0,0,0,0,2.0,13.51,0,0,2.305746737554374,106.2,Tesla_Model_S_2015,3,6,11
23145,278.0,38.0,127295.0,2.0,1,0,1,1.0,27.0,0,0,10.9,88.0,Tesla_Model_S_2015,12,6,13
19308,35.0,8.8,133670.0,2.0,1,1,1,1.0,13.33,0,0,0.8300000000000001,66.0,Tesla_Model_S_2015,2,3,28
19030,35.0,5.0,24796.0,3.0,1,1,1,1.0,12.2,0,0,-0.3000000000000007,41.0,Tesla_Model_S_2015,7,2,16
17702,35.0,5.9,136071.0,2.0,1,1,1,1.0,13.11,0,0,0.6099999999999994,45.0,Tesla_Model_S_2015,4,2,3
16497,88.0,2.36,46435.0,3.0,1,0,0,2.0,11.28,0,0,2.305746737554374,20.9,Tesla_Model_S_2015,5,2,6
1961,278.0,16.0,139849.0,2.0,0,0,1,1.0,26.61,0,0,10.509999999999998,54.0,Tesla_Model_S_2015,11,0,29
8712,49.0,5.59,49729.0,3.0,1,0,1,1.0,11.34,0,0,-2.16,49.3,Tesla_Model_S_2015,9,3,26
8705,49.0,3.3,72355.0,3.0,1,0,1,1.0,11.4,0,0,-2.1,58.6,Tesla_Model_S_2015,9,5,27
7666,80.0,23.9,24922.0,2.0,1,0,1,1.0,15.2,1,0,0.1999999999999993,132.0,Tesla_Model_S_2015,11,2,27
20532,35.0,9.2,172165.0,2.0,1,1,1,1.0,21.4,0,1,8.899999999999999,43.0,Tesla_Model_S_2015,1,2,6
14066,49.0,11.1,34803.0,2.0,1,1,1,1.0,16.74,0,0,4.239999999999998,66.3,Tesla_Model_S_2015,2,5,13
9064,49.0,4.86,130580.0,3.0,1,1,1,1.0,13.8,0,0,0.3000000000000007,37.7,Tesla_Model_S_2015,4,0,17
19661,35.0,10.2,52989.0,3.0,1,1,1,3.0,15.69,0,1,3.1899999999999995,65.0,Tesla_Model_S_2015,9,4,18
23348,278.0,45.0,90969.0,3.0,0,1,0,1.0,19.91,0,0,3.809999999999999,226.0,Tesla_Model_S_2015,6,1,4
22442,278.0,43.0,16655.0,2.0,0,1,0,1.0,22.61,0,0,6.509999999999998,230.0,Tesla_Model_S_2015,10,0,17
7785,80.0,25.03,13001.0,2.0,0,1,1,1.0,16.61,0,0,1.6099999999999994,351.0,Tesla_Model_S_2015,4,4,26
22936,278.0,27.0,108340.0,2.0,1,0,1,1.0,27.2,0,0,11.099999999999998,32.0,Tesla_Model_S_2015,12,0,30
21323,132.0,4.54,83785.0,3.0,0,1,1,3.0,19.12,0,0,2.52,94.0,Tesla_Model_S_2015,10,6,25
17540,35.0,7.8,63395.0,2.0,1,1,1,3.0,18.57,0,1,6.07,42.0,Tesla_Model_S_2015,2,4,12
21028,132.0,4.6,37760.0,3.0,1,1,1,1.0,16.65,0,0,0.0499999999999971,29.0,Tesla_Model_S_2015,4,5,28
14782,49.0,7.09,32134.0,2.0,1,0,1,1.0,14.71,0,0,2.210000000000001,48.2,Tesla_Model_S_2015,12,4,18
1755,278.0,35.0,13363.0,3.0,0,0,1,1.0,21.02,0,0,4.919999999999998,345.0,Tesla_Model_S_2015,8,4,5
13022,85.0,2.5,28589.0,3.0,1,0,1,2.0,7.6,0,0,-5.1,33.0,Tesla_Model_S_2015,6,3,23
17372,88.0,22.95,25436.0,3.0,1,1,0,2.0,14.12,0,0,2.305746737554374,162.5,Tesla_Model_S_2015,2,5,9
18344,35.0,5.0,123172.0,3.0,1,1,1,1.0,11.9,0,0,-0.5999999999999996,42.0,Tesla_Model_S_2015,9,1,18
9581,49.0,8.55,184801.0,3.0,1,0,1,1.0,12.81,0,0,-0.6899999999999995,51.1,Tesla_Model_S_2015,6,4,7
9021,49.0,8.81,136272.0,3.0,1,1,1,1.0,11.12,1,0,-2.380000000000001,79.2,Tesla_Model_S_2015,6,1,20
6375,85.0,11.59,98196.0,3.0,0,1,1,2.0,14.7,0,0,2.0,84.0,Tesla_Model_S_2015,6,2,19
19859,35.0,8.6,174117.0,2.0,1,1,1,1.0,20.48,0,1,7.98,42.0,Tesla_Model_S_2015,2,2,10
8852,49.0,5.57,26428.0,3.0,1,0,1,1.0,11.58,0,0,-1.92,48.1,Tesla_Model_S_2015,7,4,20
7870,80.0,15.47,44240.0,3.0,0,1,0,1.0,13.3,1,0,-1.6999999999999993,66.0,Tesla_Model_S_2015,7,6,5
19174,35.0,15.2,98029.0,3.0,0,0,1,3.0,14.76,0,0,2.26,103.0,Tesla_Model_S_2015,7,6,16
20389,35.0,5.0,94331.0,3.0,1,1,1,1.0,11.9,0,0,-0.5999999999999996,42.0,Tesla_Model_S_2015,5,2,17
14299,49.0,7.79,54212.0,2.0,0,1,1,1.0,15.3,0,0,2.8000000000000007,82.6,Tesla_Model_S_2015,12,1,7
1875,278.0,6.0,17382.0,2.0,1,0,1,1.0,27.48,0,0,11.38,5.0,Tesla_Model_S_2015,11,3,3
6294,85.0,7.63,35763.0,2.0,0,0,1,2.0,16.2,0,1,3.5,87.0,Tesla_Model_S_2015,12,6,31
6670,85.0,15.57,112523.0,3.0,0,0,1,1.0,14.9,0,0,2.200000000000001,101.0,Tesla_Model_S_2015,9,2,18
21141,132.0,24.0,40601.0,3.0,0,1,1,1.0,15.58,0,0,-1.0200000000000014,154.0,Tesla_Model_S_2015,6,5,2
7846,80.0,15.14,22526.0,3.0,1,0,1,1.0,13.6,1,0,-1.4000000000000004,62.0,Tesla_Model_S_2015,10,5,26
19662,35.0,4.9,141114.0,3.0,1,1,1,1.0,11.67,0,0,-0.8300000000000001,42.0,Tesla_Model_S_2015,6,4,28
9127,49.0,7.06,125861.0,2.0,1,0,1,1.0,14.18,0,0,0.6799999999999997,49.8,Tesla_Model_S_2015,2,3,9
21716,132.0,1.9,93641.0,3.0,1,0,0,2.0,15.83,0,0,-0.7700000000000014,12.0,Tesla_Model_S_2015,7,1,20
8732,49.0,3.49,163793.0,3.0,1,1,1,1.0,11.99,0,0,-1.5099999999999998,31.0,Tesla_Model_S_2015,8,5,4
17916,35.0,5.6,98850.0,3.0,1,1,1,3.0,13.33,0,0,0.8300000000000001,42.0,Tesla_Model_S_2015,7,3,27
1479,278.0,14.0,141201.0,2.0,1,0,1,1.0,28.34,0,0,12.239999999999998,43.0,Tesla_Model_S_2015,1,3,13
22943,278.0,15.0,76990.0,2.0,1,1,0,1.0,29.16,0,0,13.06,88.0,Tesla_Model_S_2015,12,3,20
11057,49.0,11.35,80496.0,2.0,1,1,1,1.0,13.23,0,0,-0.2699999999999996,85.8,Tesla_Model_S_2015,2,6,22
10026,49.0,13.68,37449.0,2.0,1,0,1,1.0,13.77,0,0,0.2699999999999996,100.4,Tesla_Model_S_2015,2,1,12
1381,278.0,15.0,138459.0,2.0,0,0,1,1.0,24.19,0,0,8.09,24.0,Tesla_Model_S_2015,11,2,3
17915,35.0,9.1,49075.0,3.0,1,0,1,1.0,13.0,1,0,0.5,70.0,Tesla_Model_S_2015,7,6,19
9307,49.0,7.21,134186.0,3.0,1,1,1,1.0,10.53,0,0,-2.9700000000000006,101.1,Tesla_Model_S_2015,5,6,28
16571,88.0,1.83,10593.0,3.0,0,0,0,2.0,10.34,0,0,2.305746737554374,17.7,Tesla_Model_S_2015,5,6,6
9699,49.0,3.9,176726.0,2.0,1,1,1,1.0,14.47,0,0,0.9700000000000006,40.6,Tesla_Model_S_2015,2,5,2
19086,35.0,6.5,177026.0,2.0,1,1,1,1.0,15.12,0,0,2.619999999999999,43.0,Tesla_Model_S_2015,3,1,30
1884,278.0,21.0,103086.0,3.0,1,0,1,1.0,20.21,0,0,4.109999999999999,11.0,Tesla_Model_S_2015,10,0,14
21822,132.0,5.0,83147.0,3.0,1,0,1,2.0,17.24,0,1,0.639999999999997,29.0,Tesla_Model_S_2015,10,3,15
22753,278.0,32.0,50724.0,2.0,1,0,1,1.0,24.11,0,0,8.009999999999998,22.0,Tesla_Model_S_2015,2,2,7
21314,132.0,8.0,101982.0,1.0,1,0,0,2.0,19.03,0,0,2.43,9.0,Tesla_Model_S_2015,12,3,23
20120,35.0,16.2,89763.0,2.0,1,1,1,1.0,19.29,0,1,6.789999999999999,84.0,Tesla_Model_S_2015,3,3,9
18468,35.0,3.9,118192.0,3.0,0,0,1,1.0,13.0,0,0,0.5,30.0,Tesla_Model_S_2015,6,4,29
14979,49.0,10.46,63614.0,3.0,1,1,1,1.0,11.87,0,0,-0.6300000000000008,88.1,Tesla_Model_S_2015,5,5,21
14488,49.0,6.72,57444.0,2.0,1,0,1,1.0,14.64,0,0,2.140000000000001,45.9,Tesla_Model_S_2015,1,0,31
19425,35.0,5.4,125606.0,2.0,1,1,1,1.0,12.56,0,1,0.0600000000000005,43.0,Tesla_Model_S_2015,10,4,26
17772,35.0,4.9,113789.0,3.0,1,1,1,1.0,11.95,0,0,-0.5500000000000007,41.0,Tesla_Model_S_2015,4,2,25
14435,49.0,7.32,66064.0,3.0,0,1,0,1.0,11.8,1,0,-0.6999999999999993,45.7,Tesla_Model_S_2015,6,6,19
23131,278.0,35.0,79062.0,2.0,1,1,1,1.0,28.05,0,0,11.95,168.0,Tesla_Model_S_2015,1,4,18
7968,80.0,15.71,70954.0,2.0,1,0,1,2.0,25.95,0,1,10.95,61.0,Tesla_Model_S_2015,1,2,26
17581,35.0,6.8,129973.0,2.0,1,1,1,1.0,16.19,0,1,3.690000000000001,42.0,Tesla_Model_S_2015,1,1,8
14616,49.0,5.67,25176.0,3.0,1,0,1,1.0,11.91,0,0,-0.5899999999999999,47.6,Tesla_Model_S_2015,8,1,4
19157,35.0,6.7,95883.0,3.0,1,1,1,1.0,15.95,1,0,3.45,42.0,Tesla_Model_S_2015,6,1,20
9877,49.0,13.54,25551.0,3.0,1,0,1,1.0,11.04,0,0,-2.460000000000001,126.8,Tesla_Model_S_2015,7,2,11
18808,35.0,15.1,53850.0,3.0,1,1,1,1.0,13.02,0,0,0.5199999999999996,116.0,Tesla_Model_S_2015,10,3,1
2143,278.0,22.0,139730.0,2.0,0,1,1,1.0,26.61,0,0,10.509999999999998,96.0,Tesla_Model_S_2015,11,3,25
6151,85.0,13.21,50129.0,2.0,0,1,0,2.0,15.8,0,0,3.1000000000000014,92.0,Tesla_Model_S_2015,4,1,10
2018,278.0,13.73,131170.0,3.0,1,0,1,1.0,21.27,0,0,5.169999999999998,72.0,Tesla_Model_S_2015,6,3,24
19492,35.0,6.7,177819.0,3.0,1,1,1,1.0,15.95,0,0,3.45,42.0,Tesla_Model_S_2015,4,2,14
22846,278.0,21.0,149555.0,3.0,0,0,1,1.0,21.56,0,0,5.459999999999997,84.0,Tesla_Model_S_2015,8,2,17
22043,132.0,27.0,75772.0,1.0,1,1,1,1.0,22.0,0,1,5.399999999999999,116.0,Tesla_Model_S_2015,1,0,6
22159,278.0,11.0,147713.0,3.0,0,0,1,1.0,22.22,0,0,6.119999999999997,89.0,Tesla_Model_S_2015,6,2,29
21934,132.0,19.44,90276.0,3.0,0,1,1,3.0,20.73,0,0,4.129999999999999,109.0,Tesla_Model_S_2015,5,1,18
21582,132.0,22.1,38027.0,3.0,1,1,1,1.0,18.24,0,0,1.639999999999997,9.0,Tesla_Model_S_2015,5,5,5
8655,49.0,14.17,58535.0,2.0,1,0,1,1.0,12.89,0,0,-0.6099999999999994,109.9,Tesla_Model_S_2015,3,5,8
2197,278.0,40.0,75710.0,2.0,1,1,0,1.0,24.89,0,0,8.79,228.0,Tesla_Model_S_2015,11,4,23
22117,278.0,13.0,67804.0,3.0,1,0,0,1.0,20.55,0,0,4.449999999999999,7.0,Tesla_Model_S_2015,8,5,25
2424,278.0,4.0,81349.0,2.0,1,0,1,1.0,25.32,0,0,9.22,39.0,Tesla_Model_S_2015,2,3,21
11115,49.0,6.34,188222.0,3.0,1,0,1,1.0,11.96,0,0,-1.5399999999999991,58.0,Tesla_Model_S_2015,7,0,29
14771,49.0,7.7,34069.0,2.0,1,0,1,1.0,14.39,0,0,1.8900000000000008,53.5,Tesla_Model_S_2015,1,4,29
7108,85.0,1.61,29131.0,2.0,0,0,1,2.0,14.1,0,1,1.4000000000000004,38.0,Tesla_Model_S_2015,11,1,7
14674,49.0,7.16,26020.0,3.0,1,0,1,1.0,11.55,0,0,-0.9499999999999992,53.3,Tesla_Model_S_2015,8,2,19
10893,49.0,5.97,176369.0,2.0,1,0,0,1.0,15.51,0,0,2.01,0.9,Tesla_Model_S_2015,1,5,26
22019,132.0,3.51,65340.0,3.0,1,1,1,1.0,17.85,1,0,1.25,74.0,Tesla_Model_S_2015,7,4,5
10389,49.0,14.44,40750.0,3.0,0,1,1,1.0,12.42,0,0,-1.08,116.3,Tesla_Model_S_2015,4,6,21
6132,85.0,17.08,97403.0,3.0,0,1,1,2.0,13.0,0,0,0.3000000000000007,123.0,Tesla_Model_S_2015,6,3,13
10184,49.0,7.18,183997.0,3.0,1,0,1,1.0,13.94,0,0,0.4399999999999995,51.5,Tesla_Model_S_2015,5,2,22
19955,35.0,5.4,23970.0,3.0,1,1,1,2.0,12.86,1,0,0.3599999999999994,42.0,Tesla_Model_S_2015,7,4,4
7409,85.0,7.54,89310.0,2.0,0,1,1,2.0,13.9,0,0,1.200000000000001,84.0,Tesla_Model_S_2015,4,3,18
23135,278.0,66.0,31377.0,3.0,1,1,1,1.0,20.18,0,0,4.079999999999998,327.0,Tesla_Model_S_2015,5,2,10
14585,49.0,6.91,58828.0,2.0,1,0,1,1.0,14.52,0,0,2.02,47.6,Tesla_Model_S_2015,2,2,23
18292,35.0,15.0,35848.0,2.0,1,1,1,1.0,17.05,0,1,4.550000000000001,88.0,Tesla_Model_S_2015,1,0,19
9709,49.0,9.1,79236.0,2.0,1,0,1,1.0,13.76,0,0,0.2599999999999998,49.7,Tesla_Model_S_2015,1,3,29
20279,35.0,6.1,169683.0,2.0,1,1,1,1.0,14.19,0,1,1.6899999999999995,43.0,Tesla_Model_S_2015,11,3,19
8992,49.0,3.5,145326.0,3.0,1,1,1,1.0,11.57,0,0,-1.93,64.5,Tesla_Model_S_2015,10,5,14
17718,35.0,7.1,85418.0,2.0,1,1,1,1.0,16.9,0,1,4.399999999999999,42.0,Tesla_Model_S_2015,1,2,4
21828,132.0,5.0,101407.0,1.0,1,0,0,1.0,25.81,0,1,9.209999999999996,79.0,Tesla_Model_S_2015,12,3,2
21551,132.0,6.7,87157.0,1.0,1,0,0,1.0,23.7,0,1,7.099999999999998,67.0,Tesla_Model_S_2015,2,1,16
21097,132.0,5.3,107871.0,3.0,1,0,1,1.0,18.12,1,0,1.5199999999999996,37.0,Tesla_Model_S_2015,7,1,5
21616,132.0,15.41,40684.0,3.0,1,1,1,1.0,18.98,0,0,2.379999999999999,83.0,Tesla_Model_S_2015,6,0,4
22883,278.0,40.0,75710.0,2.0,1,1,0,1.0,24.89,0,0,8.79,228.0,Tesla_Model_S_2015,11,4,23
17065,88.0,5.38,21196.0,3.0,1,0,0,2.0,15.92,0,0,2.305746737554374,33.8,Tesla_Model_S_2015,12,6,2
16876,88.0,1.89,4453.0,3.0,0,0,0,2.0,16.77,0,0,2.305746737554374,11.3,Tesla_Model_S_2015,12,1,26
22612,278.0,18.0,42769.0,2.0,1,1,1,1.0,24.8,0,0,8.7,93.0,Tesla_Model_S_2015,11,1,7
19593,35.0,8.8,109799.0,2.0,1,1,1,1.0,20.95,0,1,8.45,42.0,Tesla_Model_S_2015,2,2,28
20904,132.0,14.83,83213.0,3.0,1,0,1,2.0,22.47,0,1,5.869999999999997,66.0,Tesla_Model_S_2015,10,3,15
6938,85.0,3.8,46040.0,2.0,0,1,0,2.0,14.8,0,1,2.1000000000000014,47.0,Tesla_Model_S_2015,3,1,13
18217,35.0,6.2,152924.0,2.0,1,1,1,1.0,14.42,0,1,1.92,43.0,Tesla_Model_S_2015,1,3,9
11588,85.0,8.0,57257.0,3.0,1,0,1,2.0,11.6,0,0,-1.0999999999999996,69.0,Tesla_Model_S_2015,10,5,28
22959,278.0,9.38,131555.0,3.0,1,0,1,1.0,21.27,0,0,5.169999999999998,1.0,Tesla_Model_S_2015,7,6,4
17842,35.0,4.9,166771.0,3.0,1,1,1,1.0,11.67,0,0,-0.8300000000000001,42.0,Tesla_Model_S_2015,9,2,30
21495,132.0,7.0,30713.0,3.0,1,1,1,2.0,20.65,0,0,4.049999999999997,41.0,Tesla_Model_S_2015,12,5,23
1718,278.0,20.0,16042.0,3.0,1,0,1,1.0,23.19,0,0,7.09,64.0,Tesla_Model_S_2015,10,2,12
10281,49.0,1.31,168987.0,3.0,1,0,0,1.0,15.841387951461192,0,0,2.305746737554374,1.0,Tesla_Model_S_2015,9,6,23
8423,49.0,0.5,71779.0,3.0,0,1,1,1.0,12.05,0,0,-1.4499999999999993,92.4,Tesla_Model_S_2015,9,6,21
20084,35.0,4.5,163148.0,3.0,1,1,1,1.0,10.71,0,0,-1.7899999999999991,42.0,Tesla_Model_S_2015,7,1,14
10946,49.0,15.66,48815.0,3.0,1,0,1,1.0,10.94,0,0,-2.5600000000000005,30.3,Tesla_Model_S_2015,9,2,11
8928,49.0,4.5,143424.0,3.0,0,1,1,1.0,10.79,0,0,-2.710000000000001,39.9,Tesla_Model_S_2015,9,4,22
18844,35.0,6.6,19960.0,3.0,1,1,1,1.0,15.71,0,0,3.210000000000001,42.0,Tesla_Model_S_2015,5,2,7
10578,49.0,3.1,30139.0,3.0,1,0,1,1.0,15.841387951461192,0,0,2.305746737554374,109.2,Tesla_Model_S_2015,9,0,17
9499,49.0,14.69,49944.0,3.0,1,1,1,1.0,11.71,0,0,-1.7899999999999991,125.4,Tesla_Model_S_2015,10,1,1
17050,88.0,20.53,7668.0,3.0,1,1,0,2.0,16.57,0,0,2.305746737554374,123.9,Tesla_Model_S_2015,2,1,27
16502,88.0,5.0,8781.0,3.0,1,0,0,2.0,17.26,0,0,2.305746737554374,29.0,Tesla_Model_S_2015,3,5,30
11228,85.0,8.74,30768.0,3.0,0,1,0,1.0,11.5,0,0,-1.1999999999999993,76.0,Tesla_Model_S_2015,8,5,13
19453,35.0,6.2,22262.0,3.0,1,1,1,1.0,14.76,0,0,2.26,42.0,Tesla_Model_S_2015,6,4,6
23045,278.0,8.0,125272.0,2.0,0,0,1,1.0,22.03,0,0,5.93,30.0,Tesla_Model_S_2015,10,0,26
23088,278.0,36.0,56229.0,3.0,1,1,1,1.0,21.77,0,0,5.669999999999998,172.0,Tesla_Model_S_2015,4,0,30
2593,278.0,19.0,137431.0,2.0,0,0,1,1.0,22.16,0,0,6.059999999999999,150.0,Tesla_Model_S_2015,10,5,23
13296,85.0,1.1,71107.0,3.0,1,0,0,2.0,10.6,0,0,-2.1,10.0,Tesla_Model_S_2015,5,6,13
6870,85.0,13.94,86935.0,2.0,0,1,1,2.0,14.3,0,0,1.6000000000000014,32.0,Tesla_Model_S_2015,4,1,2
9495,49.0,6.12,172419.0,3.0,1,0,1,1.0,13.02,0,0,-0.4800000000000004,47.0,Tesla_Model_S_2015,11,0,5
18075,35.0,5.8,49287.0,3.0,1,1,1,1.0,13.81,1,0,1.3100000000000005,42.0,Tesla_Model_S_2015,7,1,21
8421,49.0,5.0,171610.0,3.0,0,1,1,1.0,14.93,0,0,1.4299999999999995,33.5,Tesla_Model_S_2015,10,6,21
10670,49.0,4.9,143807.0,3.0,1,0,1,1.0,11.68,0,0,-1.8200000000000005,46.6,Tesla_Model_S_2015,9,6,24
20255,35.0,13.5,89334.0,2.0,1,1,1,1.0,18.75,0,1,6.25,72.0,Tesla_Model_S_2015,3,4,3
7837,80.0,9.62,20534.0,3.0,1,0,1,1.0,15.9,0,0,0.9000000000000004,114.0,Tesla_Model_S_2015,9,5,21
18278,35.0,5.5,160112.0,3.0,1,1,1,1.0,12.79,0,0,0.2899999999999991,43.0,Tesla_Model_S_2015,5,2,13
