,power(kW),quantity(kWh),odometer,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,ecr_deviation,trip_distance(km),user_id,month,weekday,day
1996,278.0,23.0,142581.0,2.0,0,0,1,1.0,28.34,0,0,12.239999999999998,90.0,Tesla_Model_S_2015,2,5,19
13871,49.0,1.48,14455.0,2.0,1,0,1,1.0,14.28,0,0,1.7799999999999994,51.0,Tesla_Model_S_2015,2,4,14
20136,35.0,4.6,81604.0,2.0,1,0,0,1.0,20.91,0,1,8.41,22.0,Tesla_Model_S_2015,11,0,7
10555,49.0,7.4,173584.0,2.0,1,0,1,1.0,13.92,0,0,0.4199999999999999,54.1,Tesla_Model_S_2015,11,2,28
22663,278.0,11.0,42676.0,2.0,1,0,1,1.0,24.8,0,0,8.7,52.0,Tesla_Model_S_2015,11,5,4
1985,278.0,26.0,42214.0,2.0,1,0,1,1.0,24.8,0,0,8.7,97.0,Tesla_Model_S_2015,10,5,28
8933,49.0,6.3,187644.0,3.0,1,0,1,1.0,12.05,0,0,-1.4499999999999993,52.3,Tesla_Model_S_2015,7,3,18
18579,35.0,6.2,167346.0,3.0,1,1,1,1.0,14.76,0,0,2.26,42.0,Tesla_Model_S_2015,10,4,9
19397,35.0,5.2,97212.0,3.0,1,1,1,3.0,12.68,0,0,0.1799999999999997,41.0,Tesla_Model_S_2015,7,3,6
2068,278.0,53.0,70840.0,3.0,0,1,0,1.0,19.77,0,0,3.669999999999998,281.0,Tesla_Model_S_2015,9,5,15
8178,49.0,2.0,148286.0,2.0,0,1,1,1.0,14.01,0,0,0.5099999999999998,33.6,Tesla_Model_S_2015,12,4,8
17112,88.0,7.07,33629.0,3.0,1,0,0,2.0,10.72,0,0,2.305746737554374,66.0,Tesla_Model_S_2015,7,4,5
20555,35.0,9.9,102202.0,3.0,1,0,1,1.0,15.47,0,1,2.9700000000000006,64.0,Tesla_Model_S_2015,9,1,26
9022,49.0,3.3,166546.0,3.0,0,1,0,2.0,11.66,0,0,-1.84,57.8,Tesla_Model_S_2015,9,6,2
17653,35.0,6.3,133712.0,2.0,1,1,1,1.0,15.0,0,1,2.5,42.0,Tesla_Model_S_2015,2,3,28
19282,35.0,5.1,70958.0,2.0,1,1,1,3.0,12.14,0,0,-0.3599999999999994,42.0,Tesla_Model_S_2015,6,2,1
18573,35.0,7.7,86094.0,2.0,1,1,1,1.0,18.33,0,1,5.829999999999998,42.0,Tesla_Model_S_2015,1,0,16
21695,132.0,1.15,78283.0,1.0,1,0,0,3.0,20.42,0,0,3.82,67.0,Tesla_Model_S_2015,2,0,24
21100,132.0,1.0,37274.0,3.0,1,1,1,2.0,15.6,0,0,-1.0000000000000018,169.0,Tesla_Model_S_2015,4,4,20
9882,49.0,1.26,167562.0,3.0,1,1,1,1.0,11.52,0,0,-1.9800000000000004,47.5,Tesla_Model_S_2015,9,5,8
9685,49.0,6.5,126597.0,2.0,1,0,1,1.0,12.62,0,0,-0.8800000000000008,51.5,Tesla_Model_S_2015,2,0,27
2386,278.0,4.0,120275.0,3.0,1,0,1,1.0,21.59,0,0,5.489999999999998,39.0,Tesla_Model_S_2015,7,0,27
22800,278.0,34.0,55404.0,3.0,1,0,1,1.0,22.66,0,0,6.559999999999999,184.0,Tesla_Model_S_2015,4,4,13
20036,35.0,9.4,24556.0,3.0,1,0,1,1.0,13.62,1,0,1.1199999999999992,69.0,Tesla_Model_S_2015,7,5,12
16975,88.0,15.33,32256.0,3.0,1,1,1,2.0,12.37,0,0,2.305746737554374,123.9,Tesla_Model_S_2015,6,4,14
21243,132.0,3.0,72298.0,3.0,1,0,1,2.0,18.01,0,0,1.41,151.0,Tesla_Model_S_2015,11,4,8
1627,278.0,27.0,40529.0,3.0,1,1,1,1.0,23.06,0,0,6.959999999999997,57.0,Tesla_Model_S_2015,9,3,21
21060,132.0,2.53,64346.0,3.0,1,1,0,2.0,17.83,0,0,1.2299999999999969,139.0,Tesla_Model_S_2015,6,4,21
16944,88.0,17.91,41675.0,3.0,1,1,1,2.0,14.45,0,0,2.305746737554374,123.9,Tesla_Model_S_2015,12,0,16
17983,35.0,4.8,160154.0,3.0,1,1,1,1.0,11.43,0,0,-1.0700000000000005,42.0,Tesla_Model_S_2015,5,2,13
9442,49.0,9.81,122047.0,2.0,1,0,1,1.0,13.66,0,0,0.1600000000000001,71.8,Tesla_Model_S_2015,11,3,17
21085,132.0,10.2,61163.0,1.0,1,0,1,2.0,14.53,0,0,-2.070000000000002,81.0,Tesla_Model_S_2015,5,6,12
21023,132.0,26.0,53785.0,1.0,1,1,1,2.0,19.78,0,0,3.18,69.0,Tesla_Model_S_2015,12,0,17
16493,88.0,3.88,48430.0,3.0,1,0,0,2.0,9.27,0,0,2.305746737554374,41.8,Tesla_Model_S_2015,7,3,30
14662,49.0,6.9,33608.0,2.0,1,0,1,1.0,14.11,0,0,1.6099999999999994,48.9,Tesla_Model_S_2015,1,1,19
14677,49.0,8.95,39801.0,3.0,1,1,1,1.0,12.77,0,0,0.2699999999999996,70.1,Tesla_Model_S_2015,5,5,15
10277,49.0,14.26,19926.0,3.0,1,0,1,1.0,11.03,0,0,-2.4700000000000006,87.9,Tesla_Model_S_2015,5,5,5
18910,35.0,6.8,167673.0,2.0,1,1,1,1.0,16.19,0,1,3.690000000000001,42.0,Tesla_Model_S_2015,10,2,14
1673,278.0,9.0,139433.0,2.0,0,0,1,1.0,26.61,0,0,10.509999999999998,24.0,Tesla_Model_S_2015,11,5,13
8883,49.0,3.51,171698.0,3.0,1,0,1,1.0,13.21,0,0,-0.2899999999999991,20.2,Tesla_Model_S_2015,10,0,22
9893,49.0,8.19,13345.0,2.0,1,0,1,1.0,16.61,0,0,3.1099999999999994,49.3,Tesla_Model_S_2015,1,0,23
1681,278.0,9.0,123127.0,3.0,1,0,1,1.0,21.01,0,0,4.91,117.0,Tesla_Model_S_2015,9,4,18
22192,278.0,36.0,39534.0,3.0,1,1,1,1.0,23.06,0,0,6.959999999999997,144.0,Tesla_Model_S_2015,9,4,8
20144,35.0,7.2,139878.0,3.0,1,0,1,1.0,12.86,1,0,0.3599999999999994,56.0,Tesla_Model_S_2015,6,3,6
19435,35.0,6.8,107977.0,2.0,1,1,1,1.0,16.19,0,1,3.690000000000001,42.0,Tesla_Model_S_2015,2,4,2
6378,85.0,12.42,109667.0,3.0,0,0,1,1.0,12.8,0,0,0.1000000000000014,46.0,Tesla_Model_S_2015,8,5,31
20079,35.0,7.6,157881.0,2.0,1,1,1,1.0,17.67,0,1,5.170000000000002,43.0,Tesla_Model_S_2015,3,1,24
10180,49.0,7.8,150778.0,2.0,1,0,1,1.0,15.0,0,0,1.5,52.0,Tesla_Model_S_2015,2,4,2
17156,88.0,5.0,8781.0,3.0,0,0,0,2.0,17.26,0,0,2.305746737554374,29.0,Tesla_Model_S_2015,3,4,30
9121,49.0,6.2,131418.0,3.0,0,1,0,1.0,11.48,0,0,-2.02,89.0,Tesla_Model_S_2015,4,5,29
17761,35.0,12.7,51965.0,3.0,1,0,1,1.0,12.21,0,0,-0.2899999999999991,104.0,Tesla_Model_S_2015,9,6,6
18022,35.0,7.6,88049.0,2.0,1,1,1,3.0,18.1,0,1,5.600000000000001,42.0,Tesla_Model_S_2015,2,0,13
22257,278.0,15.0,96538.0,3.0,1,1,1,1.0,19.21,0,0,3.1099999999999994,57.0,Tesla_Model_S_2015,7,3,11
8865,49.0,9.85,29718.0,3.0,1,0,1,1.0,9.95,0,0,-3.5500000000000007,63.7,Tesla_Model_S_2015,9,5,15
20205,35.0,7.0,65598.0,2.0,1,1,1,1.0,16.67,0,1,4.170000000000002,42.0,Tesla_Model_S_2015,3,1,15
19182,35.0,7.8,142250.0,3.0,1,1,1,3.0,16.25,0,0,3.75,48.0,Tesla_Model_S_2015,7,4,12
8925,49.0,6.5,121695.0,2.0,1,0,1,1.0,13.4,0,0,-0.0999999999999996,78.4,Tesla_Model_S_2015,11,5,12
18111,35.0,7.2,111004.0,2.0,1,1,1,3.0,17.14,0,1,4.640000000000001,42.0,Tesla_Model_S_2015,3,3,15
8132,80.0,26.39,24790.0,2.0,1,0,1,1.0,16.6,1,0,1.6000000000000014,73.0,Tesla_Model_S_2015,11,0,25
13483,85.0,43.7,82880.0,2.0,0,1,0,2.0,13.5,0,0,0.8000000000000007,324.0,Tesla_Model_S_2015,11,4,30
20849,132.0,15.0,71812.0,3.0,1,0,1,1.0,16.58,0,0,-0.0200000000000031,42.0,Tesla_Model_S_2015,10,2,16
20077,35.0,6.8,159178.0,3.0,1,0,1,1.0,13.33,0,0,0.8300000000000001,51.0,Tesla_Model_S_2015,4,2,22
17792,35.0,6.5,21102.0,3.0,1,1,1,3.0,15.48,1,0,2.9800000000000004,42.0,Tesla_Model_S_2015,5,2,21
17203,88.0,8.73,37028.0,3.0,1,1,1,2.0,5.83,0,0,2.305746737554374,149.7,Tesla_Model_S_2015,10,2,2
8901,49.0,3.13,15791.0,2.0,1,1,0,1.0,13.28,0,0,-0.2200000000000006,57.9,Tesla_Model_S_2015,3,5,10
9149,49.0,6.75,109293.0,3.0,0,0,1,1.0,12.83,0,0,-0.6699999999999999,52.6,Tesla_Model_S_2015,5,6,22
8670,49.0,8.67,163672.0,3.0,1,1,1,1.0,12.79,0,0,-0.7100000000000009,67.8,Tesla_Model_S_2015,8,4,3
23307,278.0,10.74,131554.0,3.0,1,0,1,1.0,21.27,0,0,5.169999999999998,57.0,Tesla_Model_S_2015,7,5,3
9828,49.0,14.3,73109.0,3.0,1,0,1,1.0,11.99,0,0,-1.5099999999999998,22.2,Tesla_Model_S_2015,10,4,10
20154,35.0,7.0,169556.0,2.0,1,1,1,1.0,16.28,0,1,3.780000000000001,43.0,Tesla_Model_S_2015,11,2,18
18489,35.0,11.6,143776.0,3.0,1,0,1,3.0,14.5,0,0,2.0,80.0,Tesla_Model_S_2015,8,6,4
7613,80.0,8.34,36677.0,3.0,0,1,0,1.0,20.43,0,1,5.43,72.0,Tesla_Model_S_2015,5,2,6
6442,85.0,5.4,60799.0,3.0,1,0,0,2.0,8.0,0,0,-4.699999999999999,1.0,Tesla_Model_S_2015,6,2,27
10711,49.0,6.6,177027.0,2.0,1,0,1,1.0,13.1,0,0,-0.4000000000000003,50.4,Tesla_Model_S_2015,2,4,8
20977,132.0,13.06,75380.0,1.0,1,0,1,1.0,14.35,0,0,-2.2500000000000018,91.0,Tesla_Model_S_2015,12,0,23
20710,35.0,4.8,78432.0,2.0,1,1,1,1.0,11.43,0,0,-1.0700000000000005,42.0,Tesla_Model_S_2015,9,1,20
8295,49.0,12.01,111155.0,3.0,1,0,1,1.0,11.77,0,0,-1.7300000000000004,102.0,Tesla_Model_S_2015,6,4,17
23127,278.0,21.0,79738.0,2.0,0,1,1,1.0,25.38,0,0,9.279999999999998,60.0,Tesla_Model_S_2015,1,0,28
14823,49.0,11.14,64114.0,3.0,0,1,1,3.0,13.36,0,0,0.8599999999999994,40.1,Tesla_Model_S_2015,5,6,29
14652,49.0,7.5,34736.0,2.0,1,0,1,1.0,15.5,0,0,3.0,48.4,Tesla_Model_S_2015,2,4,12
19934,35.0,17.8,35111.0,2.0,1,1,1,1.0,18.16,0,1,5.66,98.0,Tesla_Model_S_2015,1,3,8
14137,49.0,7.24,15136.0,2.0,1,0,1,1.0,14.28,0,0,1.7799999999999994,50.7,Tesla_Model_S_2015,2,3,27
19383,35.0,9.2,89953.0,2.0,1,1,1,1.0,14.6,0,1,2.1,63.0,Tesla_Model_S_2015,3,0,13
22420,278.0,56.0,12280.0,3.0,0,1,1,1.0,22.22,0,0,6.119999999999997,252.0,Tesla_Model_S_2015,7,6,31
22870,278.0,7.0,127705.0,2.0,1,0,1,1.0,27.0,0,0,10.9,44.0,Tesla_Model_S_2015,12,1,29
21899,132.0,20.21,36948.0,3.0,1,1,1,2.0,16.57,0,0,-0.0300000000000011,122.0,Tesla_Model_S_2015,4,6,15
19455,35.0,6.5,25973.0,3.0,1,1,1,1.0,14.13,1,0,1.6300000000000008,46.0,Tesla_Model_S_2015,7,3,31
7541,80.0,11.96,56870.0,2.0,1,0,1,2.0,20.57,0,1,5.57,64.0,Tesla_Model_S_2015,2,0,1
10662,49.0,5.29,158979.0,3.0,0,1,0,1.0,10.54,1,0,-2.960000000000001,63.5,Tesla_Model_S_2015,6,0,4
9674,49.0,6.09,140484.0,3.0,1,0,1,1.0,11.72,0,0,-1.7799999999999994,46.6,Tesla_Model_S_2015,8,3,10
17458,88.0,17.23,34631.0,3.0,1,1,1,2.0,10.39,0,0,2.305746737554374,165.8,Tesla_Model_S_2015,8,3,8
9981,49.0,6.14,59561.0,2.0,1,0,1,1.0,12.74,0,0,-0.7599999999999998,48.2,Tesla_Model_S_2015,3,4,28
1391,278.0,30.0,114479.0,2.0,1,0,1,1.0,23.95,0,0,7.849999999999998,42.0,Tesla_Model_S_2015,3,0,30
21894,132.0,27.0,60718.0,1.0,0,1,1,1.0,20.25,0,1,3.649999999999999,58.0,Tesla_Model_S_2015,4,6,14
17688,35.0,5.1,165999.0,3.0,1,1,1,2.0,12.14,0,0,-0.3599999999999994,42.0,Tesla_Model_S_2015,9,4,18
19217,35.0,6.8,63353.0,2.0,1,1,1,3.0,15.81,0,1,3.3100000000000005,43.0,Tesla_Model_S_2015,2,4,12
10400,49.0,12.52,66897.0,3.0,1,1,1,1.0,11.47,0,0,-2.03,109.2,Tesla_Model_S_2015,7,2,2
19146,35.0,5.4,49194.0,3.0,1,1,1,2.0,12.86,0,0,0.3599999999999994,42.0,Tesla_Model_S_2015,7,1,21
8237,49.0,3.5,169854.0,3.0,1,1,1,1.0,12.53,0,0,-0.9700000000000006,34.9,Tesla_Model_S_2015,10,2,3
13270,85.0,7.35,13115.0,3.0,1,0,1,1.0,8.9,0,0,-3.799999999999999,75.0,Tesla_Model_S_2015,9,5,5
10120,49.0,11.59,22768.0,3.0,1,1,1,1.0,11.56,0,0,-1.9399999999999995,100.3,Tesla_Model_S_2015,6,3,7
17687,35.0,5.0,90514.0,2.0,1,1,1,2.0,11.9,0,0,-0.5999999999999996,42.0,Tesla_Model_S_2015,3,1,21
20536,35.0,5.9,161443.0,3.0,1,1,1,1.0,14.05,0,0,1.5500000000000007,42.0,Tesla_Model_S_2015,6,2,17
7030,85.0,13.21,38904.0,2.0,0,0,1,2.0,17.3,0,1,4.600000000000001,75.0,Tesla_Model_S_2015,1,1,23
20038,35.0,5.0,22039.0,3.0,1,1,1,1.0,11.9,0,0,-0.5999999999999996,42.0,Tesla_Model_S_2015,6,3,5
9333,49.0,10.79,47593.0,3.0,1,0,1,1.0,10.94,0,0,-2.5600000000000005,98.6,Tesla_Model_S_2015,8,2,21
21472,132.0,10.2,36102.0,3.0,1,1,1,2.0,18.52,0,0,1.9199999999999984,59.0,Tesla_Model_S_2015,3,1,13
6528,85.0,10.23,58623.0,3.0,0,1,0,2.0,12.5,0,0,-0.1999999999999993,86.0,Tesla_Model_S_2015,6,1,12
13612,85.0,2.64,10368.0,3.0,1,0,1,3.0,12.0,0,0,-0.6999999999999993,22.0,Tesla_Model_S_2015,7,5,18
23157,278.0,17.0,123249.0,3.0,1,0,1,1.0,21.01,0,0,4.91,115.0,Tesla_Model_S_2015,9,6,20
10066,49.0,3.51,83564.0,3.0,1,0,1,1.0,11.82,0,0,-1.6799999999999995,34.9,Tesla_Model_S_2015,4,4,17
11000,49.0,7.23,104664.0,2.0,1,0,1,1.0,13.96,0,0,0.4600000000000008,51.8,Tesla_Model_S_2015,3,3,3
19296,35.0,6.2,52012.0,3.0,1,1,0,1.0,13.19,0,0,0.6899999999999995,47.0,Tesla_Model_S_2015,9,0,7
20783,132.0,22.47,72344.0,1.0,1,0,1,2.0,18.01,1,0,1.41,44.0,Tesla_Model_S_2015,11,5,9
8089,80.0,5.87,76100.0,3.0,1,0,1,2.0,17.16,0,0,2.16,80.0,Tesla_Model_S_2015,5,1,31
2460,278.0,22.0,112116.0,2.0,1,1,1,1.0,23.91,0,0,7.809999999999999,92.0,Tesla_Model_S_2015,2,4,7
14076,49.0,7.03,65691.0,3.0,0,0,1,1.0,11.8,0,0,-0.6999999999999993,35.3,Tesla_Model_S_2015,6,5,18
2352,278.0,27.0,143648.0,2.0,0,0,1,1.0,23.39,0,0,7.289999999999999,100.0,Tesla_Model_S_2015,3,2,9
20451,35.0,6.8,155973.0,2.0,1,1,1,1.0,15.81,0,1,3.3100000000000005,43.0,Tesla_Model_S_2015,2,0,24
9104,49.0,1.99,139288.0,3.0,1,0,1,1.0,12.47,0,0,-1.0299999999999994,43.9,Tesla_Model_S_2015,8,4,4
1589,278.0,8.0,82243.0,2.0,0,1,0,1.0,25.41,0,0,9.31,167.0,Tesla_Model_S_2015,2,3,28
21843,132.0,10.01,46300.0,3.0,1,1,1,3.0,20.02,0,0,3.419999999999998,50.0,Tesla_Model_S_2015,9,2,5
18726,35.0,4.6,46885.0,3.0,1,1,1,1.0,11.22,0,0,-1.2799999999999994,41.0,Tesla_Model_S_2015,6,3,18
10433,49.0,7.17,37595.0,2.0,1,0,1,1.0,13.77,0,0,0.2699999999999996,49.2,Tesla_Model_S_2015,2,4,15
17252,88.0,5.85,23146.0,3.0,1,0,0,2.0,15.15,0,0,2.305746737554374,38.6,Tesla_Model_S_2015,1,6,6
6303,85.0,15.89,51370.0,3.0,0,1,0,2.0,13.5,0,1,0.8000000000000007,86.0,Tesla_Model_S_2015,4,2,18
17628,35.0,4.1,38023.0,2.0,1,0,0,1.0,17.83,0,1,5.329999999999998,23.0,Tesla_Model_S_2015,2,0,16
14538,49.0,10.29,8237.0,3.0,0,0,1,2.0,12.25,0,0,-0.25,78.0,Tesla_Model_S_2015,11,5,30
20230,35.0,5.7,75067.0,2.0,1,1,1,1.0,13.57,1,0,1.0700000000000005,42.0,Tesla_Model_S_2015,7,2,20
17944,35.0,18.6,151317.0,2.0,1,1,1,1.0,18.42,0,1,5.920000000000002,101.0,Tesla_Model_S_2015,12,6,8
8648,49.0,8.35,148685.0,2.0,1,1,1,1.0,15.69,0,1,2.1899999999999995,32.9,Tesla_Model_S_2015,12,5,16
2014,278.0,36.0,29607.0,3.0,1,0,1,3.0,24.68,0,0,8.579999999999998,182.0,Tesla_Model_S_2015,4,2,12
14594,49.0,7.9,39446.0,3.0,1,0,1,1.0,11.78,0,0,-0.7200000000000006,46.0,Tesla_Model_S_2015,5,0,10
18959,35.0,5.0,98682.0,3.0,1,1,1,1.0,11.9,0,0,-0.5999999999999996,42.0,Tesla_Model_S_2015,7,1,25
17986,35.0,7.0,62173.0,2.0,1,1,1,1.0,16.67,0,1,4.170000000000002,42.0,Tesla_Model_S_2015,1,1,26
18036,35.0,12.6,111710.0,2.0,1,1,1,1.0,17.03,0,1,4.530000000000001,74.0,Tesla_Model_S_2015,3,0,26
21031,132.0,1.03,88004.0,3.0,1,0,0,1.0,25.75,0,0,9.15,4.0,Tesla_Model_S_2015,3,1,30
20386,35.0,5.3,28060.0,3.0,1,1,1,1.0,12.62,0,0,0.1199999999999992,42.0,Tesla_Model_S_2015,9,0,15
8830,49.0,9.27,129806.0,3.0,0,1,1,1.0,11.84,0,0,-1.66,79.8,Tesla_Model_S_2015,4,5,8
8721,49.0,11.39,26379.0,3.0,1,0,1,1.0,11.13,0,0,-2.369999999999999,102.3,Tesla_Model_S_2015,7,3,19
20295,35.0,6.1,71538.0,2.0,1,1,1,3.0,14.19,0,0,1.6899999999999995,43.0,Tesla_Model_S_2015,6,2,8
8277,49.0,7.13,11218.0,2.0,1,0,1,1.0,15.14,0,0,1.6400000000000006,28.9,Tesla_Model_S_2015,12,1,13
18974,35.0,8.0,35718.0,2.0,1,1,1,1.0,18.6,0,1,6.100000000000001,43.0,Tesla_Model_S_2015,1,4,16
9689,49.0,4.0,115077.0,3.0,1,0,1,1.0,10.91,1,0,-2.59,29.3,Tesla_Model_S_2015,8,1,23
18244,35.0,8.0,106042.0,2.0,1,1,1,1.0,18.6,0,1,6.100000000000001,43.0,Tesla_Model_S_2015,12,4,22
13675,85.0,12.67,26129.0,3.0,1,1,1,1.0,13.2,0,0,0.5,96.0,Tesla_Model_S_2015,5,5,21
10207,49.0,0.55,15414.0,2.0,1,0,1,1.0,12.91,0,0,-0.5899999999999999,10.8,Tesla_Model_S_2015,3,6,4
8597,49.0,5.26,159689.0,3.0,1,1,1,1.0,11.6,1,0,-1.9000000000000004,96.2,Tesla_Model_S_2015,6,5,9
7018,85.0,3.88,60585.0,3.0,0,0,1,2.0,12.5,0,0,-0.1999999999999993,31.0,Tesla_Model_S_2015,6,0,25
17197,88.0,4.45,50367.0,3.0,1,0,0,2.0,15.36,0,0,2.305746737554374,29.0,Tesla_Model_S_2015,10,4,2
6542,85.0,16.66,57197.0,3.0,0,1,0,2.0,11.8,1,0,-0.8999999999999986,129.0,Tesla_Model_S_2015,5,3,31
22907,278.0,29.0,18969.0,2.0,1,0,1,1.0,26.39,0,0,10.29,115.0,Tesla_Model_S_2015,11,2,23
9358,49.0,11.78,56182.0,2.0,1,0,1,3.0,13.84,0,0,0.3399999999999998,85.1,Tesla_Model_S_2015,1,1,21
22344,278.0,39.0,75411.0,2.0,0,1,0,1.0,25.29,0,0,9.189999999999998,153.0,Tesla_Model_S_2015,11,2,21
21573,132.0,41.41,31276.0,3.0,0,1,1,2.0,24.7,0,0,8.099999999999998,21.0,Tesla_Model_S_2015,12,5,30
1472,278.0,24.0,119697.0,3.0,1,0,1,1.0,21.59,0,0,5.489999999999998,117.0,Tesla_Model_S_2015,7,1,14
17325,88.0,13.81,13359.0,3.0,0,0,0,2.0,11.0,0,0,2.305746737554374,125.5,Tesla_Model_S_2015,6,4,29
9078,49.0,12.6,1848.0,3.0,1,1,1,1.0,13.42,0,0,-0.08,93.9,Tesla_Model_S_2015,6,0,20
21465,132.0,13.5,80539.0,3.0,1,0,0,2.0,16.44,0,0,-0.1600000000000001,57.0,Tesla_Model_S_2015,7,4,31
14472,49.0,7.7,73431.0,3.0,0,1,0,1.0,14.04,0,0,1.5399999999999991,51.6,Tesla_Model_S_2015,10,0,3
16523,88.0,13.59,7061.0,3.0,0,0,0,2.0,15.08,0,0,2.305746737554374,90.1,Tesla_Model_S_2015,2,5,17
18078,35.0,7.1,61323.0,2.0,1,1,1,1.0,16.51,0,1,4.010000000000002,43.0,Tesla_Model_S_2015,1,3,14
10939,49.0,3.35,153954.0,3.0,0,1,0,1.0,11.52,0,0,-1.9800000000000004,44.5,Tesla_Model_S_2015,4,6,8
18811,35.0,6.7,133020.0,2.0,1,1,1,1.0,15.58,0,0,3.08,43.0,Tesla_Model_S_2015,2,2,20
20010,35.0,5.3,122866.0,3.0,1,1,1,1.0,12.62,0,0,0.1199999999999992,42.0,Tesla_Model_S_2015,9,4,14
20368,35.0,6.8,79874.0,2.0,1,1,1,1.0,16.19,0,1,3.690000000000001,42.0,Tesla_Model_S_2015,10,1,11
19465,35.0,11.8,123838.0,3.0,1,1,1,1.0,13.56,0,0,1.0600000000000005,87.0,Tesla_Model_S_2015,9,3,27
10566,49.0,15.13,33415.0,2.0,1,0,1,1.0,13.93,0,0,0.4299999999999997,108.6,Tesla_Model_S_2015,11,1,20
14907,49.0,8.13,5818.0,3.0,0,0,0,1.0,13.11,0,0,0.6099999999999994,0.1,Tesla_Model_S_2015,10,6,27
21410,132.0,9.72,28295.0,3.0,1,0,1,2.0,20.84,0,0,4.239999999999998,65.0,Tesla_Model_S_2015,11,4,24
6939,85.0,6.5,72138.0,3.0,0,1,0,2.0,11.0,0,0,-1.6999999999999993,24.0,Tesla_Model_S_2015,9,3,20
8269,49.0,9.54,59842.0,3.0,1,0,1,1.0,11.54,0,0,-1.9600000000000009,82.7,Tesla_Model_S_2015,4,2,2
10472,49.0,4.02,173235.0,2.0,1,1,1,1.0,13.86,0,0,0.3599999999999994,29.0,Tesla_Model_S_2015,11,2,21
20719,35.0,6.4,103413.0,2.0,1,1,1,1.0,14.88,0,0,2.380000000000001,43.0,Tesla_Model_S_2015,10,1,17
17451,88.0,2.98,12771.0,3.0,1,0,0,2.0,10.89,0,0,2.305746737554374,27.4,Tesla_Model_S_2015,6,1,19
7351,85.0,12.22,85110.0,2.0,0,1,1,2.0,13.0,0,0,0.3000000000000007,94.0,Tesla_Model_S_2015,3,3,21
21105,132.0,2.0,69013.0,3.0,1,1,1,1.0,13.3,0,0,-3.3000000000000007,87.0,Tesla_Model_S_2015,8,2,28
11104,49.0,10.35,65433.0,3.0,1,0,1,1.0,10.75,0,0,-2.75,96.3,Tesla_Model_S_2015,6,4,6
21906,132.0,9.84,54427.0,1.0,1,1,1,3.0,21.55,0,0,4.949999999999999,75.0,Tesla_Model_S_2015,12,4,28
6538,85.0,13.85,61101.0,3.0,0,1,1,2.0,13.3,0,0,0.6000000000000014,118.0,Tesla_Model_S_2015,6,5,30
11296,85.0,4.01,14359.0,3.0,1,0,1,2.0,11.8,0,0,-0.8999999999999986,34.0,Tesla_Model_S_2015,10,6,4
21748,132.0,13.6,99726.0,3.0,1,0,0,1.0,20.14,0,1,3.539999999999999,9.0,Tesla_Model_S_2015,11,5,6
20891,132.0,10.0,56893.0,1.0,1,0,1,2.0,15.77,0,0,-0.8300000000000018,85.0,Tesla_Model_S_2015,2,1,12
2136,278.0,38.0,50811.0,2.0,1,0,1,1.0,24.11,0,0,8.009999999999998,87.0,Tesla_Model_S_2015,2,3,8
20606,35.0,10.0,152376.0,2.0,1,0,0,1.0,19.61,0,1,7.109999999999999,51.0,Tesla_Model_S_2015,12,5,28
6423,85.0,11.99,112604.0,3.0,0,1,1,1.0,14.8,0,1,2.1000000000000014,81.0,Tesla_Model_S_2015,9,3,19
22062,278.0,46.0,84384.0,2.0,1,1,1,1.0,22.89,0,0,6.789999999999999,201.0,Tesla_Model_S_2015,3,1,26
9940,49.0,13.84,34786.0,2.0,1,1,1,1.0,14.09,0,0,0.5899999999999999,103.3,Tesla_Model_S_2015,12,5,15
2528,278.0,55.0,65009.0,3.0,1,1,1,1.0,20.34,0,0,4.239999999999998,108.0,Tesla_Model_S_2015,7,0,23
2007,278.0,39.0,6072.0,3.0,1,1,1,3.0,26.42,0,0,10.32,171.0,Tesla_Model_S_2015,5,3,19
2493,278.0,23.0,48449.0,2.0,1,0,1,1.0,26.41,0,0,10.31,36.0,Tesla_Model_S_2015,1,2,17
10937,49.0,5.67,156160.0,3.0,1,0,1,1.0,12.23,0,0,-1.2699999999999996,22.1,Tesla_Model_S_2015,4,0,30
12412,85.0,3.7,52088.0,3.0,1,1,1,2.0,18.4,0,0,5.699999999999999,20.0,Tesla_Model_S_2015,8,3,3
22389,278.0,42.0,37824.0,3.0,1,1,1,1.0,21.48,0,0,5.379999999999999,97.0,Tesla_Model_S_2015,8,4,18
20549,35.0,6.4,133062.0,2.0,1,1,1,1.0,15.24,0,1,2.74,42.0,Tesla_Model_S_2015,2,2,20
8796,49.0,6.5,176977.0,2.0,1,0,1,1.0,15.37,0,0,1.8699999999999992,50.7,Tesla_Model_S_2015,2,3,7
20589,35.0,6.8,88386.0,2.0,1,1,1,1.0,15.45,0,0,2.95,44.0,Tesla_Model_S_2015,2,4,17
2218,278.0,29.0,21848.0,2.0,1,0,1,1.0,27.58,0,0,11.479999999999997,119.0,Tesla_Model_S_2015,12,2,28
7399,85.0,11.9,65512.0,3.0,0,1,0,2.0,11.7,0,0,-1.0,101.0,Tesla_Model_S_2015,8,3,2
13958,49.0,11.64,72032.0,3.0,1,0,1,1.0,12.1,0,0,-0.4000000000000003,96.2,Tesla_Model_S_2015,9,3,22
23313,278.0,52.0,77166.0,2.0,1,1,0,1.0,29.16,0,0,13.06,176.0,Tesla_Model_S_2015,12,4,21
