,manufacturer,model,year,version,power(kW),odometer,quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note,user_id,trip_distance(km),month,weekday,day
27622,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,66717.0,5.0,Electricity,2.0,1,1,1,3.0,11.9,0,0,,-0.5999999999999996,,Tesla_Model_S_2015,42.0,4,0,4
1022,Volkswagen,Golf,2018,e-Golf,100.0,,15.0,Electricity,2.0,0,1,0,3.0,14.48,1,0,,1.58,,Tesla_Model_S_2015,88.0,7,2,29
5953,Volkswagen,Golf,2015,e-Golf,85.0,36487.0,17.61,Electricity,2.0,0,1,0,2.0,16.5,0,1,74.0,3.8000000000000007,,Tesla_Model_S_2015,87.0,1,4,5
11049,Volkswagen,Golf,2014,e-Golf,85.0,,1.63,Electricity,2.0,1,1,1,2.0,8.6,0,0,51.0,-4.1,,Tesla_Model_S_2015,19.0,1,2,27
25906,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,155153.0,10.4,Electricity,2.0,1,1,1,3.0,19.26,0,1,,6.760000000000002,,Tesla_Model_S_2015,54.0,2,2,12
25146,Hyundai,IONIQ,2018,electric,88.0,18533.0,5.13,Electricity,3.0,0,1,1,2.0,13.5,1,0,,,,Tesla_Model_S_2015,3.0,5,2,8
1522,Tesla Motors,Model S,2017,75D,315.0,115895.0,45.8,Electricity,2.0,1,1,0,2.0,37.24,0,0,,22.44,,Tesla_Model_S_2015,123.0,1,4,14
240,Volkswagen,Golf,2018,e-Golf,100.0,,24.0,Electricity,1.0,0,1,0,3.0,11.95,1,0,,-0.9500000000000012,,Tesla_Model_S_2015,127.0,7,3,28
3556,Hyundai,IONIQ,2018,Roadrunner,88.0,,14.5,Electricity,1.0,0,0,0,3.0,16.92,0,0,,,,Tesla_Model_S_2015,85.7,4,0,1
4051,Kia,Soul,2016,Kia Soul EV,60.0,,18.3,Electricity,3.0,1,1,1,3.0,16.58,1,0,,2.2799999999999976,,Tesla_Model_S_2015,43.0,9,5,1
18892,Nissan,Leaf,2013,Leaf ZE0,80.0,,0.1,Electricity,1.0,0,0,0,3.0,11.9,0,0,,-3.1,,Tesla_Model_S_2015,0.6,6,3,18
2046,Tesla Motors,Model S,2017,75D,315.0,63239.0,21.3,Electricity,3.0,1,1,0,2.0,22.58,0,0,,7.779999999999998,,Tesla_Model_S_2015,172.0,11,0,11
1247,Volkswagen,Golf,2018,e-Golf,100.0,,7.7,Electricity,2.0,0,1,0,3.0,18.09,1,0,,5.19,,Tesla_Model_S_2015,92.0,12,2,18
23890,Hyundai,IONIQ,2018,electric,88.0,119979.0,3.5,Electricity,2.0,0,1,1,2.0,12.8,1,1,,,,Tesla_Model_S_2015,62.0,2,1,15
17372,Volkswagen,Golf,2016,e-Golf,85.0,63771.0,13.87,Electricity,3.0,1,0,1,2.0,11.1,1,0,43.0,-1.5999999999999996,Restreichweite 41km = Total 166km,Tesla_Model_S_2015,125.0,8,5,1
7973,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,142759.0,6.33,Electricity,3.0,1,0,1,3.0,12.71,0,0,,-0.7899999999999991,"Noch 8 Balken, 50km Reichweite, 50,5%, Batterie 13-15°C, 14,2°C, Mainova Ökostrom Novanatur, 3h geladen, Ladeende 10,4°C, RRW 109km, Batterie 15-21°C, 16,9°C, 100%",Tesla_Model_S_2015,49.8,9,3,14
25454,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,175714.0,7.7,Electricity,2.0,1,1,1,3.0,17.91,0,1,,5.41,,Tesla_Model_S_2015,43.0,3,5,6
18144,Mitsubishi,i-MiEV,2014,i-MiEV,49.0,35790.0,3.3,Electricity,2.0,0,1,1,3.0,15.19,0,1,,2.6899999999999995,"Noch 3 Balken, 21km Reichweite, Batterie 10-13°C, 11,4°C, 27,5%, Süwag, 1h27m geladen, Batterie 11-16°C, 12,4°C, Ladeende 7,6°C, RRW 47km, 49,0%, 7B, 1x Frontscheibe freiheizen, Autobahn 85km/h",Tesla_Model_S_2015,71.8,3,5,6
3777,Hyundai,IONIQ,2018,Roadrunner,88.0,,10.6,Electricity,1.0,0,0,0,3.0,16.99,0,0,,,,Tesla_Model_S_2015,62.4,12,3,6
9363,Volkswagen,Golf,2014,e-Golf,85.0,85206.0,25.0,Electricity,2.0,0,1,0,2.0,14.8,0,0,72.0,2.1000000000000014,,Tesla_Model_S_2015,169.0,1,1,1
224,Volkswagen,Golf,2018,e-Golf,100.0,,7.0,Electricity,1.0,0,1,0,3.0,,1,0,,,,Tesla_Model_S_2015,60.0,8,5,13
25603,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,169428.0,6.2,Electricity,2.0,1,1,1,3.0,14.76,0,1,,2.26,,Tesla_Model_S_2015,42.0,11,0,16
5096,Volkswagen,Golf,2015,e-Golf,85.0,95672.0,8.21,Electricity,3.0,0,1,1,2.0,11.2,0,0,78.0,-1.5,,Tesla_Model_S_2015,85.0,6,0,3
7430,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,167945.0,2.0,Electricity,3.0,1,1,1,3.0,11.07,0,0,,-2.43,"Noch 10 Balken, 60km Reichweite, 62%, Ökostrom, 12m2s geladen, 81%, Ladeende 31,6°C, RRW 81km, 13B",Tesla_Model_S_2015,40.6,9,2,12
10223,Volkswagen,Golf,2014,e-Golf,85.0,,0.3,Electricity,2.0,1,0,0,2.0,15.2,0,0,28.0,2.5,,Tesla_Model_S_2015,2.0,5,1,9
30374,Mercedes-Benz,B-Klasse,2015,B250e,132.0,24933.0,31.64,Electricity,2.0,1,1,1,3.0,17.43,0,0,,0.8299999999999983,,Tesla_Model_S_2015,105.0,9,6,17
25184,Hyundai,IONIQ,2018,electric,88.0,15017.0,26.8,Electricity,2.0,0,1,1,2.0,12.8,1,0,,,,Tesla_Model_S_2015,82.0,4,0,8
5801,Volkswagen,Golf,2015,e-Golf,85.0,46843.0,8.42,Electricity,2.0,0,0,1,2.0,17.2,0,1,42.0,4.5,,Tesla_Model_S_2015,37.0,3,5,17
11215,Volkswagen,Golf,2014,e-Golf,85.0,,3.74,Electricity,2.0,1,1,1,2.0,18.7,0,1,43.0,6.0,,Tesla_Model_S_2015,20.0,10,2,28
26575,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,121633.0,5.8,Electricity,3.0,1,1,1,3.0,13.81,0,0,,1.3100000000000005,,Tesla_Model_S_2015,42.0,8,3,30
9936,Volkswagen,Golf,2014,e-Golf,85.0,,1.8,Electricity,3.0,1,0,1,2.0,8.0,0,0,39.0,-4.699999999999999,,Tesla_Model_S_2015,23.0,10,4,20
27002,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,98766.0,5.6,Electricity,3.0,1,1,1,3.0,13.33,0,0,,0.8300000000000001,starker Regen,Tesla_Model_S_2015,42.0,7,2,26
8492,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,112493.0,5.9,Electricity,3.0,1,0,1,3.0,12.22,0,0,,-1.2799999999999994,"Noch 10 Balken, 78km Reichweite, 4h geladen, Mainova Ökostrom Novananatur, Ladeende 16,2°C, Batterie 23-27°C, 24,3°C, RRW 131km, 100%",Tesla_Model_S_2015,48.3,7,4,15
6363,Nissan,Leaf,2017,Black Edition,80.0,73038.0,11.16,Electricity,2.0,1,0,1,2.0,15.46,0,1,,0.4600000000000008,,Tesla_Model_S_2015,138.0,3,0,21
15198,Kia,Soul,2016,Kia Soul EV,60.0,,9.1,Electricity,2.0,1,1,0,3.0,18.23,1,0,,3.93,,Tesla_Model_S_2015,54.0,10,0,28
6147,Volkswagen,Golf,2015,e-Golf,85.0,24323.0,19.19,Electricity,3.0,0,1,1,2.0,11.7,0,0,51.0,-1.0,,Tesla_Model_S_2015,40.0,9,3,28
3070,Hyundai,IONIQ,2018,Roadrunner,88.0,,12.78,Electricity,1.0,0,0,0,3.0,15.05,0,0,,,,Tesla_Model_S_2015,84.9,1,5,18
29007,Volkswagen,Golf,2016,e-Golf,85.0,18407.0,11.64,Electricity,3.0,1,0,1,3.0,12.8,1,0,48.0,0.1000000000000014,Regen und 15°C. Restreichweite 81km = Total 172km,Tesla_Model_S_2015,91.0,9,5,2
29271,Mercedes-Benz,B-Klasse,2015,B250e,132.0,103911.0,1.28,Electricity,1.0,1,0,0,3.0,26.35,0,1,,9.75,,Tesla_Model_S_2015,12.0,2,0,14
5043,Volkswagen,Golf,2015,e-Golf,85.0,100771.0,12.23,Electricity,3.0,0,0,1,3.0,13.3,0,0,64.0,0.6000000000000014,,Tesla_Model_S_2015,61.0,7,3,4
3718,Hyundai,IONIQ,2018,Roadrunner,88.0,,0.9,Electricity,1.0,0,0,0,3.0,13.64,0,0,,,,Tesla_Model_S_2015,6.6,12,0,31
3864,Hyundai,IONIQ,2018,Roadrunner,88.0,,3.8,Electricity,1.0,0,0,0,3.0,11.28,0,0,,,,Tesla_Model_S_2015,33.7,10,0,22
9831,Volkswagen,Golf,2014,e-Golf,85.0,,3.6,Electricity,2.0,1,1,1,2.0,18.2,0,0,40.0,5.5,,Tesla_Model_S_2015,20.0,12,3,21
6761,Nissan,Leaf,2017,Black Edition,80.0,28232.0,8.92,Electricity,2.0,0,0,0,3.0,0.51,0,0,,-14.49,,Tesla_Model_S_2015,30.0,1,1,28
25449,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,175906.0,7.2,Electricity,2.0,1,1,1,3.0,16.74,0,1,,4.239999999999998,,Tesla_Model_S_2015,43.0,3,2,10
715,Volkswagen,Golf,2018,e-Golf,100.0,,28.0,Electricity,1.0,0,1,0,3.0,14.08,1,0,,1.1799999999999995,,Tesla_Model_S_2015,92.0,6,1,22
23369,Hyundai,IONIQ,2017,Premium,88.0,14602.0,14.74,Electricity,3.0,1,1,1,2.0,11.74,0,0,,,,Tesla_Model_S_2015,125.5,8,0,13
14448,Kia,Soul,2016,Kia Soul EV,60.0,,10.5,Electricity,2.0,1,0,0,3.0,22.54,1,0,,8.239999999999998,,Tesla_Model_S_2015,62.0,4,5,2
1057,Volkswagen,Golf,2018,e-Golf,100.0,,10.0,Electricity,2.0,0,1,0,3.0,16.25,1,0,,3.35,,Tesla_Model_S_2015,89.0,6,1,30
24420,Hyundai,IONIQ,2018,electric,88.0,77484.0,9.56,Electricity,2.0,0,1,1,2.0,13.6,1,1,,,,Tesla_Model_S_2015,3.0,11,3,12
4966,Volkswagen,Golf,2015,e-Golf,85.0,107505.0,16.36,Electricity,3.0,0,1,1,3.0,14.5,0,0,67.0,1.8000000000000007,,Tesla_Model_S_2015,71.0,8,3,15
28660,Volkswagen,Golf,2016,e-Golf,85.0,43084.0,4.35,Electricity,2.0,1,0,1,3.0,19.8,0,0,43.0,7.100000000000001,Restreichweite 116km = Total 138km,Tesla_Model_S_2015,22.0,2,2,13
1678,Tesla Motors,Model S,2017,75D,315.0,99577.0,40.9,Electricity,3.0,1,1,0,2.0,23.99,0,0,,9.189999999999998,,Tesla_Model_S_2015,253.0,6,5,19
19037,Nissan,Leaf,2013,Leaf ZE0,80.0,,7.1,Electricity,1.0,0,0,0,3.0,18.4,0,0,,3.3999999999999986,"0,4",Tesla_Model_S_2015,38.6,1,1,28
4011,Kia,Soul,2016,Kia Soul EV,60.0,,22.0,Electricity,3.0,0,1,1,3.0,19.82,1,0,,5.52,,Tesla_Model_S_2015,111.0,10,5,27
3353,Hyundai,IONIQ,2018,Roadrunner,88.0,,7.68,Electricity,1.0,0,0,0,3.0,9.33,0,0,,,,Tesla_Model_S_2015,82.3,7,6,21
19264,Nissan,Leaf,2013,Leaf ZE0,80.0,,1.9,Electricity,1.0,0,0,0,3.0,11.4,0,0,,-3.6,"0,3",Tesla_Model_S_2015,16.7,11,3,14
23607,Hyundai,IONIQ,2017,Premium,88.0,8244.0,14.43,Electricity,3.0,1,1,0,2.0,16.01,0,0,,,,Tesla_Model_S_2015,90.1,3,0,19
1688,Tesla Motors,Model S,2017,75D,315.0,98615.0,42.0,Electricity,3.0,1,1,0,2.0,22.78,0,0,,7.98,,Tesla_Model_S_2015,115.0,6,6,6
11226,Volkswagen,Golf,2014,e-Golf,85.0,,3.82,Electricity,2.0,1,1,1,2.0,19.1,0,1,47.0,6.400000000000002,,Tesla_Model_S_2015,20.0,10,4,23
4759,Kia,Soul,2016,Kia Soul EV,60.0,,2.95,Electricity,2.0,1,0,0,3.0,20.35,0,0,,6.050000000000001,,Tesla_Model_S_2015,27.0,11,0,21
8559,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,107339.0,2.36,Electricity,3.0,0,1,0,3.0,13.28,0,0,,-0.2200000000000006,"Noch 9B, 62km RRW, 58,5%, Batterie 15-22°C, 19,9°C, 50m geladen, P&amp;C, Ladeende 9,9°C, Batterie 16-23°C, 19,6°C, RRW 82km, 74,5%, Autobahn 80km/h 13.1. 14.1. 16.1. 18.1. 19.1. 21.1. 22.1. 26.1. 27.1. 28.1. 3.2. 7.2. 11.2. 23.4. ",Tesla_Model_S_2015,44.1,4,5,23
3270,Hyundai,IONIQ,2018,Roadrunner,88.0,,12.09,Electricity,1.0,0,0,0,3.0,15.66,0,0,,,,Tesla_Model_S_2015,77.2,8,6,25
17521,Volkswagen,Golf,2016,e-Golf,85.0,53088.0,14.24,Electricity,3.0,1,0,1,3.0,12.6,0,0,43.0,-0.0999999999999996,Restreichweite 42km = Total 155km,Tesla_Model_S_2015,113.0,9,2,25
7428,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,168049.0,8.97,Electricity,3.0,1,1,1,3.0,11.07,0,0,,-2.43,"Noch 4 Balken, 28km Reichweite, Mainova Ökostrom Novanatur, 3h20m geladen, 100%, Ladeende 20,2°C, RRW 104km, Batterie 30-36°C, 33,1°C",Tesla_Model_S_2015,35.7,9,3,13
25385,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,178624.0,8.4,Electricity,3.0,1,1,1,3.0,14.48,0,0,,1.9800000000000004,,Tesla_Model_S_2015,58.0,4,2,28
13767,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,50690.0,14.09,Electricity,3.0,1,0,1,2.0,11.55,0,0,,-1.9499999999999995,"Noch 2 Balken, 19km Reichweite, Bamberg BestNatur, 12h geladen, Ladeende 12,8°C, RRW 153km, Parken 21:10 - 13:08, Betrag ist Parkgebühr, Strom ist gratis, 262 müNHN",Tesla_Model_S_2015,62.5,10,6,6
25306,Hyundai,IONIQ,2018,electric,88.0,4873.0,6.84,Electricity,2.0,0,1,1,2.0,15.4,1,0,,,,Tesla_Model_S_2015,60.0,1,2,23
14685,Kia,Soul,2016,Kia Soul EV,60.0,,5.1,Electricity,2.0,1,0,1,3.0,19.62,1,0,,5.32,,Tesla_Model_S_2015,26.0,4,4,23
19417,Nissan,Leaf,2013,Leaf ZE0,80.0,,1.8,Electricity,1.0,0,0,0,3.0,16.4,0,0,,1.3999999999999986,"0,6",Tesla_Model_S_2015,10.9,10,2,2
8056,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,138173.0,6.04,Electricity,3.0,1,0,1,3.0,12.51,0,0,,-0.9900000000000002,"Noch 8 Balken, 54km Reichweite, Mainova Ökostrom Novanatur, 5h geladen, Ladeende 16,7°C, RRW 111km, Batterie 23-26°C, 24,3°C, 100%",Tesla_Model_S_2015,48.3,7,2,26
25469,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,175056.0,6.5,Electricity,2.0,1,1,1,3.0,15.48,0,1,,2.9800000000000004,,Tesla_Model_S_2015,42.0,2,2,24
8280,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,125910.0,7.05,Electricity,2.0,1,0,1,3.0,14.48,0,0,,0.9800000000000004,"Noch 7 Balken, 45km Reichweite, 4,5h geladen, Mainova Ökostrom Novanatur, Ladeende -1,3°C, Batterie 6-10°C, 8,0°C, RRW 102km, 100%",Tesla_Model_S_2015,48.7,2,4,10
9421,Volkswagen,Golf,2014,e-Golf,85.0,82239.0,3.6,Electricity,2.0,1,1,1,2.0,18.0,0,0,44.0,5.300000000000001,,Tesla_Model_S_2015,20.0,11,1,20
7539,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,163183.0,2.57,Electricity,3.0,1,0,1,3.0,11.83,0,0,,-1.67,"Noch 14 Balken, 83km Reichweite, Mainova Ökostrom Novanatur, 2,5h geladen, 100%, Ladeende 27,9°C, RRW 105km, Batterie 34-37°C, 35,3°C",Tesla_Model_S_2015,16.9,7,4,27
4610,Kia,Soul,2016,Kia Soul EV,60.0,,4.64,Electricity,2.0,1,0,0,3.0,19.65,0,0,,5.349999999999998,,Tesla_Model_S_2015,4.0,3,5,11
24858,Hyundai,IONIQ,2018,electric,88.0,43340.0,9.7,Electricity,2.0,0,1,1,2.0,14.9,1,1,,,,Tesla_Model_S_2015,54.0,12,3,12
1435,Tesla Motors,Model S,2017,75D,315.0,125097.0,4.9,Electricity,3.0,1,1,0,2.0,30.63,0,0,,15.829999999999998,,Tesla_Model_S_2015,16.0,6,0,13
27051,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,96362.0,5.9,Electricity,3.0,1,1,1,3.0,14.05,1,0,,1.5500000000000007,,Tesla_Model_S_2015,42.0,6,0,26
7799,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,150726.0,7.3,Electricity,2.0,1,0,1,3.0,14.81,0,0,,1.3100000000000005,"Noch 6B, 32km RRW, Batterie 7-11°C, 9,3°C, 41,0%, Solarstrom P&amp;C, 3,5h geladen, Ladeende 1,1°C, RRW 89km, Batterie 11-15°C, 13,1°C, 100%, 9.1. 20.1. 23.1. 25.1. 27.1. 29.1. 30.1. 31.1. 1.2. ",Tesla_Model_S_2015,49.3,2,3,1
9637,Volkswagen,Golf,2014,e-Golf,85.0,74433.0,19.5,Electricity,3.0,0,1,0,2.0,11.1,0,0,64.0,-1.5999999999999996,,Tesla_Model_S_2015,176.0,7,6,15
18790,Nissan,Leaf,2013,Leaf ZE0,80.0,,0.6,Electricity,1.0,0,0,0,3.0,13.2,0,0,,-1.8000000000000007,"0,3",Tesla_Model_S_2015,4.7,8,2,19
862,Volkswagen,Golf,2018,e-Golf,100.0,,7.5,Electricity,2.0,0,1,0,3.0,19.98,1,0,,7.08,,Tesla_Model_S_2015,57.0,2,2,17
30796,Tesla Motors,Model S,2015,Model S85,278.0,120981.0,15.0,Electricity,3.0,1,0,1,3.0,21.7,0,0,,5.599999999999998,,Tesla_Model_S_2015,81.0,8,1,11
25235,Hyundai,IONIQ,2018,electric,88.0,10424.0,1.78,Electricity,2.0,0,1,1,2.0,13.6,1,0,,,,Tesla_Model_S_2015,1.0,3,5,2
9921,Volkswagen,Golf,2014,e-Golf,85.0,57659.0,42.6,Electricity,3.0,0,1,0,2.0,12.1,0,0,73.0,-0.5999999999999996,,Tesla_Model_S_2015,352.0,10,1,31
2382,Tesla Motors,Model S,2017,75D,315.0,28804.0,12.7,Electricity,3.0,1,1,0,2.0,24.88,0,0,,10.079999999999998,,Tesla_Model_S_2015,116.0,9,3,20
2665,Hyundai,IONIQ,2018,Roadrunner,88.0,,22.59,Electricity,1.0,0,0,0,3.0,14.67,0,0,,,,Tesla_Model_S_2015,154.0,9,5,25
3696,Hyundai,IONIQ,2018,Roadrunner,88.0,,20.2,Electricity,1.0,0,0,0,3.0,19.55,0,0,,,,Tesla_Model_S_2015,103.3,1,5,12
9459,Volkswagen,Golf,2014,e-Golf,85.0,,1.2,Electricity,2.0,1,0,0,2.0,13.5,0,0,22.0,0.8000000000000007,,Tesla_Model_S_2015,9.0,11,3,1
13856,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,43967.0,5.87,Electricity,3.0,1,0,1,2.0,11.06,0,0,,-2.4399999999999995,"noch 3 Balken, Reichweite 29 km, 2h geladen, Stadtwerke Gießen, 10 Balken, (17,2% Kernkraft, 44,3% Fossile, 38,5% Erneuerbare. 398 g/kWh CO2-Emission, 0,0005 g/kWh radioaktiver Abfall)",Tesla_Model_S_2015,111.9,6,6,16
15402,Kia,Soul,2016,Kia Soul EV,60.0,,2.0,Electricity,2.0,0,0,1,3.0,16.65,1,0,,2.349999999999998,,Tesla_Model_S_2015,47.0,4,1,2
4035,Kia,Soul,2016,Kia Soul EV,60.0,,5.4,Electricity,3.0,0,1,1,3.0,12.86,1,0,,-1.4400000000000013,,Tesla_Model_S_2015,42.0,9,6,23
11686,Volkswagen,Golf,2014,e-Golf,85.0,,4.2,Electricity,2.0,1,1,1,3.0,20.1,0,0,51.0,7.400000000000002,,Tesla_Model_S_2015,20.0,2,4,27
28557,Volkswagen,Golf,2016,e-Golf,85.0,51584.0,5.72,Electricity,3.0,1,0,1,2.0,10.6,0,0,46.0,-2.1,,Tesla_Model_S_2015,54.0,8,6,25
29513,Mercedes-Benz,B-Klasse,2015,B250e,132.0,89107.0,24.28,Electricity,3.0,1,0,1,3.0,15.82,0,0,,-0.7800000000000011,,Tesla_Model_S_2015,44.0,4,5,17
23029,Hyundai,IONIQ,2017,Premium,88.0,33588.0,5.46,Electricity,3.0,1,0,0,2.0,10.94,0,0,,,,Tesla_Model_S_2015,49.9,7,3,4
29377,Mercedes-Benz,B-Klasse,2015,B250e,132.0,98880.0,2.55,Electricity,3.0,1,0,0,2.0,17.76,0,0,,1.16,,Tesla_Model_S_2015,11.0,10,0,18
2753,Hyundai,IONIQ,2018,Roadrunner,88.0,,1.24,Electricity,1.0,0,0,0,3.0,12.92,0,0,,,,Tesla_Model_S_2015,9.6,8,2,4
24811,Hyundai,IONIQ,2018,electric,88.0,46405.0,11.93,Electricity,2.0,0,1,1,2.0,14.1,1,1,,,,Tesla_Model_S_2015,97.0,1,3,16
31643,Tesla Motors,Model S,2015,Model S85,278.0,19117.0,31.0,Electricity,2.0,1,0,1,3.0,26.39,0,0,,10.29,,Tesla_Model_S_2015,148.0,11,4,25
27296,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,84022.0,17.4,Electricity,2.0,1,1,1,1.0,20.71,1,1,,8.21,,Tesla_Model_S_2015,84.0,12,3,8
23691,Hyundai,IONIQ,2017,Premium,88.0,6125.0,9.56,Electricity,3.0,1,1,1,2.0,13.82,0,0,,,,Tesla_Model_S_2015,69.2,1,1,30
5681,Volkswagen,Golf,2015,e-Golf,85.0,55171.0,10.6,Electricity,3.0,0,1,0,3.0,15.4,0,0,97.0,2.700000000000001,,Tesla_Model_S_2015,56.0,5,4,18
8846,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,88784.0,10.59,Electricity,3.0,1,0,1,3.0,10.95,0,0,,-2.5500000000000007,"Noch 5 Balken, 44km Reichweite, 3,75h geladen, Mainova Ökostrom Novanatur, Ladeende 25,8°C, RRW 146km, Batterie 34-41°C, 35,5°C, 100%",Tesla_Model_S_2015,96.7,7,2,1
27901,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,52102.0,5.8,Electricity,3.0,1,1,0,3.0,12.34,0,0,,-0.1600000000000001,,Tesla_Model_S_2015,47.0,9,1,8
24509,Hyundai,IONIQ,2018,electric,88.0,69446.0,15.03,Electricity,3.0,0,1,1,2.0,11.3,1,0,,,,Tesla_Model_S_2015,118.0,8,3,27
30132,Mercedes-Benz,B-Klasse,2015,B250e,132.0,44393.0,25.78,Electricity,3.0,1,1,1,2.0,15.0,0,0,40.0,-1.6000000000000014,,Tesla_Model_S_2015,156.0,7,0,23
3743,Hyundai,IONIQ,2018,Roadrunner,88.0,,21.3,Electricity,1.0,0,0,0,3.0,22.61,0,0,,,,Tesla_Model_S_2015,94.2,12,2,19
10832,Volkswagen,Golf,2014,e-Golf,85.0,,3.62,Electricity,3.0,1,1,1,3.0,18.1,0,0,50.0,5.400000000000002,,Tesla_Model_S_2015,20.0,5,1,17
11423,Volkswagen,Golf,2014,e-Golf,85.0,,16.12,Electricity,3.0,0,1,1,3.0,12.6,0,0,58.0,-0.0999999999999996,,Tesla_Model_S_2015,128.0,7,5,18
16900,Volkswagen,Golf,2016,e-Golf,85.0,92146.0,10.32,Electricity,3.0,0,1,0,3.0,12.0,1,0,39.0,-0.6999999999999993,"CCS, viel Stau",Tesla_Model_S_2015,86.0,7,5,16
551,Volkswagen,Golf,2018,e-Golf,100.0,,10.0,Electricity,1.0,0,1,0,3.0,15.46,1,0,,2.5600000000000005,,Tesla_Model_S_2015,70.0,11,5,20
13917,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,38767.0,11.79,Electricity,2.0,1,0,1,3.0,14.3,0,0,,0.8000000000000007,"Noch 4 Balken, 37 km Reichweite, Mainova Ökostrom Novanatur, 5h geladen, Ladeende -0,4°C",Tesla_Model_S_2015,54.6,3,5,16
26703,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,114524.0,5.1,Electricity,3.0,1,1,1,3.0,12.14,0,0,,-0.3599999999999994,,Tesla_Model_S_2015,42.0,5,4,4
29501,Mercedes-Benz,B-Klasse,2015,B250e,132.0,90134.0,1.14,Electricity,3.0,1,0,0,2.0,10.36,0,0,,-6.240000000000002,,Tesla_Model_S_2015,11.0,5,5,1
9854,Volkswagen,Golf,2014,e-Golf,85.0,,3.8,Electricity,2.0,1,1,1,2.0,19.2,0,0,42.0,6.5,,Tesla_Model_S_2015,20.0,12,1,5
16981,Volkswagen,Golf,2016,e-Golf,85.0,87010.0,15.99,Electricity,3.0,1,1,1,3.0,13.0,0,0,69.0,0.3000000000000007,CCS Grauholz ,Tesla_Model_S_2015,123.0,4,4,15
23464,Hyundai,IONIQ,2017,Premium,88.0,12389.0,16.67,Electricity,3.0,0,0,0,2.0,11.51,0,0,,,,Tesla_Model_S_2015,144.8,6,5,9
11013,Volkswagen,Golf,2014,e-Golf,85.0,,1.82,Electricity,2.0,1,1,1,2.0,9.1,0,0,45.0,-3.6,,Tesla_Model_S_2015,20.0,2,4,12
24613,Hyundai,IONIQ,2018,electric,88.0,60624.0,21.25,Electricity,3.0,0,1,1,2.0,13.1,1,0,,,,Tesla_Model_S_2015,101.0,6,6,7
4967,Volkswagen,Golf,2015,e-Golf,85.0,107434.0,8.68,Electricity,3.0,0,1,1,3.0,13.3,0,0,76.0,0.6000000000000014,,Tesla_Model_S_2015,95.0,8,3,15
2267,Tesla Motors,Model S,2017,75D,315.0,39706.0,20.4,Electricity,2.0,1,1,0,2.0,31.11,0,0,,16.31,,Tesla_Model_S_2015,96.0,2,5,9
19771,Nissan,Leaf,2013,Leaf ZE0,80.0,,0.1,Electricity,1.0,0,0,0,3.0,22.5,0,0,,7.5,,Tesla_Model_S_2015,0.6,4,3,25
26411,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,129695.0,8.7,Electricity,2.0,1,1,1,1.0,20.71,0,1,,8.21,,Tesla_Model_S_2015,42.0,1,4,4
26458,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,127403.0,7.5,Electricity,2.0,1,1,1,3.0,17.86,0,1,,5.359999999999999,,Tesla_Model_S_2015,42.0,11,0,26
31581,Tesla Motors,Model S,2015,Model S85,278.0,26461.0,61.0,Electricity,2.0,0,1,1,3.0,26.07,0,0,,9.97,,Tesla_Model_S_2015,234.0,3,2,8
18881,Nissan,Leaf,2013,Leaf ZE0,80.0,,0.1,Electricity,1.0,0,0,0,3.0,12.3,0,0,,-2.7,,Tesla_Model_S_2015,0.7,6,3,25
7830,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,149166.0,7.06,Electricity,2.0,1,1,1,1.0,17.87,0,1,,4.370000000000001,"Noch 4 Balken, 15km Reichweite, Mainova Ökostrom Novanatur, 2h20m geladen, Ladeende 5,9°C, RRW 56km, 16B, Autobahn und Landstraße 90km/h, Starkregen",Tesla_Model_S_2015,38.2,12,1,26
