,power(kW),quantity(kWh),odometer,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,ecr_deviation,trip_distance(km),month,weekday,day
14246,49.0,15.83,11733.0,2.0,1,0,1,1.0,14.38,0,0,0.8800000000000008,110.1,12,2,21
18055,49.0,7.4,40022.0,3.0,0,1,1,1.0,12.41,0,0,-0.0899999999999998,12.1,5,1,18
31188,278.0,4.0,76051.0,2.0,1,1,1,1.0,27.54,0,0,11.439999999999998,115.0,12,1,4
28294,35.0,6.0,30771.0,2.0,1,0,1,1.0,16.22,0,1,3.719999999999999,37.0,10,6,26
29910,132.0,12.6,62164.0,3.0,1,1,1,3.0,14.65,0,0,-1.950000000000001,34.0,5,2,29
29802,132.0,16.25,70996.0,3.0,1,0,1,1.0,19.34,0,0,2.7399999999999984,119.0,9,4,27
5491,85.0,8.0,69411.0,3.0,0,1,0,1.0,12.0,0,0,-0.6999999999999993,71.0,9,0,3
31693,278.0,34.0,14251.0,3.0,1,1,1,1.0,21.02,0,0,4.919999999999998,160.0,8,0,29
8713,49.0,7.86,98657.0,3.0,1,0,1,1.0,12.06,0,0,-1.4399999999999995,57.1,11,3,19
8732,49.0,3.38,97209.0,3.0,0,0,1,1.0,13.15,0,0,-0.3499999999999996,36.6,10,4,23
27328,35.0,6.2,82448.0,2.0,1,1,1,1.0,14.76,0,1,2.26,42.0,11,3,17
17907,49.0,11.87,50026.0,3.0,1,0,1,1.0,12.85,0,0,0.3499999999999996,92.4,10,2,6
17969,49.0,12.36,45429.0,3.0,1,1,1,1.0,11.57,1,0,-0.9299999999999996,106.8,8,0,16
23448,88.0,7.17,12703.0,3.0,0,0,0,2.0,11.72,0,0,2.306997751726371,61.2,6,6,17
31176,278.0,59.0,77515.0,2.0,1,1,0,1.0,26.58,0,0,10.479999999999997,222.0,12,1,25
7525,49.0,2.38,163738.0,3.0,1,1,1,1.0,11.99,1,0,-1.5099999999999998,49.2,8,5,4
29787,132.0,4.21,71936.0,3.0,1,1,1,1.0,16.58,0,0,-0.0200000000000031,124.0,10,3,17
27123,35.0,4.8,92417.0,3.0,1,1,1,1.0,11.43,0,0,-1.0700000000000005,42.0,4,3,13
31076,278.0,24.0,89323.0,3.0,1,1,1,1.0,20.64,0,0,4.539999999999999,60.0,5,0,13
8547,49.0,10.67,108197.0,3.0,1,1,1,1.0,11.16,0,0,-2.34,46.0,5,4,6
26204,35.0,5.9,140097.0,3.0,1,1,1,3.0,14.05,0,0,1.5500000000000007,42.0,6,1,11
18550,49.0,1.31,13126.0,2.0,1,1,1,1.0,15.13,0,0,2.630000000000001,58.3,1,5,18
18727,49.0,6.84,3359.0,3.0,0,1,0,1.0,12.11,0,0,-0.3900000000000005,62.2,9,0,16
7454,49.0,6.68,166960.0,3.0,1,1,1,1.0,11.62,0,0,-1.8800000000000008,31.0,9,0,3
8882,49.0,6.81,86098.0,3.0,0,1,1,3.0,14.29,0,0,0.7899999999999991,37.9,5,6,24
25637,35.0,6.5,167843.0,2.0,1,1,1,1.0,15.48,0,1,2.9800000000000004,42.0,10,4,16
17668,49.0,9.72,63897.0,3.0,1,1,1,1.0,12.07,0,0,-0.4299999999999997,80.5,5,5,28
9824,85.0,2.4,61559.0,2.0,1,1,1,2.0,11.8,0,0,-0.8999999999999986,20.0,1,0,8
31581,278.0,61.0,26461.0,2.0,0,1,1,1.0,26.07,0,0,9.97,234.0,3,2,8
28528,35.0,8.6,19081.0,3.0,0,0,1,3.0,15.09,0,0,2.59,57.0,4,5,26
23612,88.0,11.81,8169.0,3.0,1,1,0,2.0,13.1,0,0,2.306997751726371,90.1,3,3,15
27154,35.0,6.1,90777.0,2.0,1,1,1,1.0,14.52,0,0,2.02,42.0,3,4,24
27701,35.0,7.0,62780.0,2.0,1,1,1,3.0,16.28,0,1,3.780000000000001,43.0,2,3,4
31505,278.0,14.0,36002.0,3.0,1,0,1,3.0,22.22,0,0,6.119999999999997,19.0,6,2,21
22920,88.0,16.04,40245.0,3.0,1,1,1,2.0,13.29,0,0,2.306997751726371,120.7,11,3,28
7715,49.0,8.7,154724.0,3.0,0,0,1,1.0,12.73,0,0,-0.7699999999999996,23.1,4,5,14
18076,49.0,9.1,39058.0,3.0,0,1,1,1.0,12.39,0,0,-0.1099999999999994,62.5,5,6,2
6381,80.0,16.61,71739.0,2.0,1,0,1,2.0,17.2,0,1,2.2,57.0,2,0,14
7899,49.0,8.62,146124.0,3.0,0,1,0,1.0,11.77,0,0,-1.7300000000000004,40.1,10,6,22
5154,85.0,2.88,90940.0,3.0,0,1,1,1.0,13.5,0,1,0.8000000000000007,92.0,4,0,29
8418,49.0,8.0,117868.0,3.0,0,1,1,1.0,11.43,0,0,-2.0700000000000003,59.5,9,0,12
26335,35.0,5.9,133252.0,2.0,1,1,1,1.0,14.05,0,1,1.5500000000000007,42.0,2,4,22
31179,278.0,15.0,76990.0,2.0,1,1,0,1.0,29.16,0,0,13.06,88.0,12,3,20
5462,85.0,6.31,71450.0,3.0,0,1,1,2.0,13.1,0,1,0.4000000000000003,87.0,9,0,17
14337,49.0,6.3,2646.0,3.0,1,0,1,1.0,13.04,0,0,-0.4600000000000008,48.3,7,4,8
5676,85.0,14.05,55418.0,3.0,0,1,0,1.0,13.5,1,0,0.8000000000000007,98.0,5,6,20
28213,35.0,5.7,34517.0,2.0,1,1,1,1.0,13.26,0,1,0.7599999999999998,43.0,12,4,19
11344,85.0,34.97,12273.0,3.0,0,1,1,1.0,13.4,0,0,0.7000000000000011,261.0,8,4,28
4903,85.0,11.99,112604.0,3.0,0,1,1,1.0,14.8,0,1,2.1000000000000014,81.0,9,3,19
7579,49.0,8.24,161167.0,3.0,1,0,1,1.0,11.74,0,0,-1.7599999999999998,48.4,7,0,2
31445,278.0,42.0,42511.0,2.0,1,0,1,1.0,24.8,0,0,8.7,49.0,11,3,2
22624,88.0,12.92,54216.0,3.0,1,1,1,2.0,14.34,0,0,2.306997751726371,90.1,2,2,10
